|seed |success|  nit  |    gap     |  tau_sum   |   G_norm   |avoid_n|
|  9  |True   |  659  |9.201009e-06|1.442571e-05|7.518590e-14|   7   |
|  1  |True   | 1115  |9.055874e-06|2.130605e-05|1.607989e-12|  22   |
| 10  |True   | 1615  |9.289144e-06|2.391084e-05|6.173102e-14|  41   |
| 12  |True   | 2807  |9.591552e-06|3.618496e-05|5.236901e-10|  105  |
|  7  |True   | 2676  |9.807226e-06|1.787917e-05|5.172989e-10|  80   |
|  0  |True   | 3256  |9.904925e-06|2.173333e-05|3.761134e-10|  117  |
| 13  |True   | 2568  |9.727439e-06|2.538623e-05|5.307162e-10|  70   |
| 15  |True   | 2462  |9.272753e-06|1.311931e-05|4.263559e-13|  55   |
| 11  |True   | 5207  |9.802452e-06|2.462311e-05|7.037937e-11|  144  |
| 14  |True   | 4539  |9.192767e-06|1.512857e-05|4.359594e-10|  135  |
| 19  |True   | 2062  |9.181371e-06|3.532593e-05|8.138852e-13|  58   |
|  6  |True   | 5993  |9.934676e-06|2.362014e-05|6.889910e-12|  210  |
|  5  |True   | 5662  |9.428669e-06|1.644762e-05|2.616589e-12|  155  |
|  2  |True   | 6359  |9.375157e-06|4.922674e-05|5.978589e-14|  196  |
| 21  |True   | 1065  |9.519773e-06|1.901694e-05|1.846420e-14|  25   |
| 16  |True   | 3731  |9.710871e-06|2.517329e-05|4.407387e-12|  118  |
| 26  |True   |  853  |9.723042e-06|1.123814e-05|2.380085e-14|  11   |
| 24  |True   | 2475  |9.023250e-06|9.163529e-06|2.615777e-13|  81   |
|  8  |True   | 9661  |9.491838e-06|3.045356e-05|4.106046e-10|  283  |
| 28  |True   | 3023  |9.064541e-06|2.266912e-05|2.334921e-14|  87   |
|  4  |True   | 10453 |9.058833e-06|3.534696e-05|7.752520e-10|  320  |
| 23  |True   | 4692  |9.169078e-06|4.881185e-05|2.918568e-12|  132  |
| 17  |True   | 7946  |9.519440e-06|1.750806e-05|2.072250e-12|  216  |
| 27  |True   | 4988  |9.788520e-06|1.583484e-05|7.713208e-10|  119  |
| 22  |True   | 6191  |9.236272e-06|2.359354e-05|5.465402e-12|  180  |
| 20  |True   | 8428  |9.859040e-06|2.049559e-05|3.250790e-12|  265  |
| 31  |True   | 3627  |9.105536e-06|2.771915e-05|1.579694e-13|  101  |
| 36  |True   | 1862  |9.257969e-06|1.942220e-05|2.881791e-14|  50   |
| 34  |True   | 2811  |9.495344e-06|1.541784e-05|5.800216e-10|  84   |
| 25  |True   | 7905  |9.829605e-06|4.591805e-05|2.481942e-12|  248  |
| 37  |True   | 2105  |9.007992e-06|2.618777e-05|9.665336e-10|  64   |
| 18  |True   | 11096 |9.645228e-06|2.252637e-05|6.292615e-12|  350  |
| 35  |True   | 3619  |9.058115e-06|1.238828e-05|3.625880e-10|  95   |
| 33  |True   | 4887  |9.334220e-06|4.738582e-05|1.621617e-13|  146  |
| 38  |True   | 2407  |9.329479e-06|1.557592e-05|6.492778e-10|  78   |
| 30  |True   | 6525  |9.361379e-06|4.731273e-05|1.177145e-11|  196  |
| 32  |True   | 5870  |9.101824e-06|1.360610e-05|4.156043e-10|  180  |
| 40  |True   | 2983  |9.100393e-06|3.970436e-05|2.705223e-13|  119  |
| 47  |True   | 1959  |9.944237e-06|2.139771e-05|1.608458e-13|  47   |
|  3  |True   | 17222 |9.228366e-06|1.655766e-05|3.782788e-11|  475  |
| 49  |True   |  950  |9.036449e-06|2.148363e-05|1.016168e-12|  12   |
| 43  |True   | 3629  |9.937201e-06|4.092049e-05|1.191050e-15|  87   |
| 46  |True   | 2805  |9.236584e-06|2.135889e-05|8.131893e-14|  76   |
| 54  |True   |  630  |9.358167e-06|3.135803e-05|4.470746e-14|   4   |
| 39  |True   | 6634  |9.667089e-06|4.210824e-05|2.304291e-13|  173  |
| 29  |True   | 12829 |9.389471e-06|5.232877e-05|5.324089e-12|  384  |
| 53  |True   | 3323  |9.671656e-06|1.924048e-05|7.298638e-10|  90   |
| 52  |True   | 4204  |9.061492e-06|3.491284e-05|6.437030e-12|  114  |
| 51  |True   | 4961  |9.326246e-06|2.603823e-05|2.904916e-13|  142  |
| 45  |True   | 7728  |9.900807e-06|3.432597e-05|2.251105e-12|  231  |
| 56  |True   | 4229  |9.613757e-06|1.885546e-05|8.173180e-10|  133  |
| 48  |True   | 7037  |9.532294e-06|4.843516e-05|3.947756e-12|  204  |
| 57  |True   | 2154  |9.665201e-06|1.754716e-05|6.127474e-10|  63   |
| 50  |True   | 6861  |9.072635e-06|3.755064e-05|4.712307e-11|  187  |
| 41  |True   | 10236 |9.690925e-06|2.716696e-05|4.253889e-11|  232  |
| 61  |True   | 2721  |9.994073e-06|4.812588e-05|3.691323e-14|  80   |
| 42  |True   | 10555 |9.886076e-06|1.245600e-04|3.176119e-13|  287  |
| 55  |True   | 7255  |9.873375e-06|2.531046e-05|8.735526e-10|  228  |
| 60  |True   | 3707  |9.624327e-06|2.850665e-05|7.504561e-10|  107  |
| 65  |True   | 2096  |9.488378e-06|2.352825e-05|6.315007e-14|  63   |
| 64  |True   | 2539  |9.999647e-06|4.694985e-05|1.724417e-14|  67   |
| 63  |True   | 3694  |9.522339e-06|3.755125e-05|3.508157e-14|  101  |
| 67  |True   | 2936  |9.442710e-06|1.969797e-05|2.505029e-12|  76   |
| 59  |True   | 5378  |9.824220e-06|5.558311e-05|1.301222e-12|  172  |
| 44  |True   | 11929 |9.397395e-06|4.667162e-05|4.427099e-11|  381  |
| 73  |True   | 1968  |9.607586e-06|1.373749e-05|8.757345e-11|  45   |
| 76  |True   | 1415  |9.420018e-06|2.069353e-05|3.546603e-13|  32   |
| 74  |True   | 2352  |9.491196e-06|1.896101e-05|7.620042e-10|  64   |
| 77  |True   | 1766  |9.658273e-06|3.123674e-05|1.435894e-13|  49   |
| 75  |True   | 2509  |9.928442e-06|3.093774e-05|2.200662e-12|  70   |
| 69  |True   | 4430  |9.249965e-06|1.991200e-05|4.707642e-11|  109  |
| 78  |True   | 1732  |9.059548e-06|2.874122e-05|3.423582e-14|  44   |
| 70  |True   | 4755  |9.241079e-06|2.871461e-05|3.247103e-12|  138  |
| 80  |True   |  841  |9.922217e-06|2.424285e-05|1.347488e-14|  15   |
| 68  |True   | 5077  |9.776393e-06|1.524148e-05|6.579649e-13|  130  |
| 82  |True   | 1126  |9.570195e-06|4.321098e-05|2.770272e-13|  29   |
| 71  |True   | 5917  |9.025499e-06|2.244259e-05|5.688211e-11|  184  |
| 66  |True   | 7792  |9.999797e-06|3.053551e-05|1.760382e-13|  219  |
| 81  |True   | 2356  |9.351712e-06|3.013840e-05|6.021550e-14|  68   |
| 62  |True   | 10053 |9.578747e-06|3.016731e-05|9.381676e-10|  343  |
| 83  |True   | 2611  |9.521866e-06|2.887852e-05|4.876086e-13|  64   |
| 86  |True   | 2781  |9.236046e-06|2.440953e-05|2.218944e-12|  73   |
| 91  |True   | 1189  |9.460569e-06|1.057197e-05|6.620621e-14|  23   |
| 94  |True   |  705  |9.775794e-06|1.844353e-05|1.402203e-14|   5   |
| 85  |True   | 4188  |9.403521e-06|3.029294e-05|2.573829e-10|  117  |
| 79  |True   | 5085  |9.610146e-06|3.747179e-05|6.904510e-10|  144  |
| 92  |True   | 1727  |9.311474e-06|2.969947e-05|3.140962e-11|  49   |
| 89  |True   | 3427  |9.835007e-06|3.938796e-05|1.752170e-12|  87   |
| 84  |True   | 4681  |9.872150e-06|1.184437e-05|9.371664e-10|  126  |
| 96  |True   | 1051  |9.450702e-06|1.484405e-05|5.252182e-13|  21   |
