|seed |success|  nit  |    gap     |  tau_sum   |   G_norm   |avoid_n|
| 134 |True   |  521  |9.432432e-06|9.442254e-06|9.942651e-11|  10   |
| 181 |True   |  762  |9.214642e-06|9.736064e-06|1.639959e-10|  28   |
| 80  |True   |  661  |9.874809e-06|1.004533e-05|4.187991e-10|  15   |
| 14  |True   |  773  |9.036342e-06|9.229707e-06|9.512003e-11|  24   |
| 151 |True   | 1076  |9.029657e-06|9.143554e-06|5.432277e-10|  43   |
| 97  |True   | 1434  |9.249526e-06|9.256031e-06|5.239166e-10|  60   |
| 27  |True   | 1291  |9.932209e-06|1.070898e-05|2.962676e-10|  45   |
| 36  |True   |  329  |9.201088e-06|9.241717e-06|1.483630e-10|   1   |
| 129 |True   |  445  |9.213959e-06|9.311016e-06|4.063684e-10|   4   |
| 66  |True   | 1789  |9.424326e-06|9.790831e-06|8.211191e-10|  79   |
| 83  |True   |  666  |9.169626e-06|9.302180e-06|2.535455e-10|  13   |
| 100 |True   |  666  |9.816403e-06|9.959116e-06|1.963049e-10|  13   |
| 183 |True   |  346  |9.665441e-06|9.698479e-06|2.342715e-10|   0   |
| 91  |True   |  367  |9.798681e-06|9.919701e-06|1.673743e-10|   4   |
| 29  |True   |  350  |9.006066e-06|9.018743e-06|1.868048e-10|   0   |
| 15  |True   |  378  |9.446267e-06|9.495739e-06|2.226895e-10|   1   |
| 125 |True   |  345  |9.122774e-06|9.154854e-06|3.474266e-10|   0   |
| 41  |True   |  669  |9.669152e-06|9.782023e-06|3.836086e-10|  19   |
| 28  |True   | 1774  |9.572501e-06|1.017279e-05|3.611952e-10|  75   |
| 16  |True   | 1186  |9.814478e-06|1.062114e-05|4.645690e-10|  55   |
| 11  |True   |  363  |9.503078e-06|9.562586e-06|4.189382e-10|   0   |
| 166 |True   |  350  |9.406494e-06|9.487635e-06|1.399538e-10|   0   |
| 95  |True   |  362  |9.659005e-06|9.708709e-06|1.755783e-10|   0   |
| 118 |True   | 3274  |9.964914e-06|1.512345e-05|4.048414e-12|  174  |
| 40  |True   |  343  |9.507259e-06|9.554871e-06|2.432233e-10|   0   |
| 146 |True   |  307  |9.307697e-06|9.319351e-06|1.675443e-10|   0   |
| 38  |True   |  375  |9.238053e-06|9.321722e-06|2.953065e-10|   0   |
| 67  |True   |  470  |9.101347e-06|9.283173e-06|3.513587e-10|   7   |
| 54  |True   |  324  |9.494683e-06|9.509474e-06|1.636442e-10|   0   |
| 20  |True   |  305  |9.966911e-06|1.013335e-05|1.133070e-10|   0   |
| 13  |True   |  354  |9.248327e-06|9.320941e-06|1.575070e-10|   0   |
| 150 |True   |  324  |9.019576e-06|9.046272e-06|4.055070e-10|   0   |
| 131 |True   |  821  |9.018449e-06|9.129692e-06|4.059743e-10|  19   |
| 98  |True   | 3295  |9.783205e-06|9.790001e-06|6.178064e-12|  161  |
| 180 |True   |  320  |9.126817e-06|9.274361e-06|1.438651e-10|   0   |
| 126 |True   |  891  |9.271038e-06|9.453893e-06|2.322802e-10|  23   |
| 175 |True   | 2936  |9.152140e-06|1.052274e-05|3.361583e-12|  150  |
| 70  |True   |  373  |9.451405e-06|9.463496e-06|3.748807e-10|   0   |
| 164 |True   |  333  |9.932346e-06|9.956340e-06|2.934356e-10|   0   |
| 101 |True   |  333  |9.826971e-06|9.864144e-06|2.205356e-10|   0   |
| 72  |True   |  284  |9.281813e-06|9.296268e-06|1.563996e-10|   0   |
| 155 |True   |  791  |9.270913e-06|1.011330e-05|1.712437e-10|  21   |
| 96  |True   |  313  |9.238884e-06|9.286438e-06|1.555109e-10|   0   |
|  3  |True   |  344  |9.296925e-06|9.361225e-06|6.054048e-11|   0   |
| 106 |True   |  315  |9.276304e-06|9.393984e-06|1.728030e-10|   0   |
| 107 |True   |  307  |9.948403e-06|1.005394e-05|1.349895e-10|   0   |
| 120 |True   |  623  |9.427620e-06|9.839511e-06|1.593696e-10|  21   |
| 135 |True   | 1052  |9.284344e-06|9.328618e-06|7.103147e-10|  46   |
| 116 |True   |  550  |9.223026e-06|9.326154e-06|4.889122e-10|  12   |
| 94  |True   |  284  |9.864209e-06|9.883239e-06|1.889295e-10|   0   |
| 71  |True   |  545  |9.631053e-06|9.734401e-06|2.610528e-10|   8   |
| 53  |True   | 1029  |9.108903e-06|9.741550e-06|1.557774e-10|  47   |
| 147 |True   |  455  |9.618964e-06|9.642687e-06|3.998717e-10|   5   |
| 21  |True   |  323  |9.764251e-06|9.796916e-06|1.519492e-10|   0   |
| 45  |True   | 1481  |9.451906e-06|9.522916e-06|4.455862e-10|  65   |
| 60  |True   |  322  |9.078209e-06|9.119140e-06|2.353974e-10|   0   |
| 49  |True   | 1856  |9.745320e-06|1.016169e-05|9.897388e-11|  100  |
| 169 |True   | 1107  |9.409765e-06|1.062208e-05|4.936448e-10|  48   |
| 176 |True   |  496  |9.263891e-06|9.646971e-06|1.549888e-10|   7   |
| 104 |True   |  812  |9.560262e-06|9.572538e-06|1.547583e-10|  16   |
| 59  |True   |  376  |9.822678e-06|1.001537e-05|1.533003e-10|   4   |
| 75  |True   |  433  |9.752973e-06|9.832607e-06|2.631370e-10|   4   |
| 46  |True   | 1893  |9.730546e-06|9.755897e-06|3.106292e-12|  81   |
| 77  |True   |  325  |9.766659e-06|9.818000e-06|3.051370e-10|   0   |
| 90  |True   |  429  |9.499496e-06|9.534836e-06|3.443776e-11|   5   |
| 178 |True   | 1136  |9.420610e-06|1.146622e-05|5.664070e-10|  34   |
| 87  |True   |  326  |9.572050e-06|9.653262e-06|2.677763e-10|   0   |
|  9  |True   |  857  |9.141212e-06|9.186816e-06|2.446866e-10|  34   |
| 31  |True   |  441  |9.375622e-06|9.557056e-06|1.515923e-10|   7   |
| 123 |True   |  680  |9.428007e-06|9.995626e-06|4.692874e-11|  19   |
| 149 |True   |  479  |9.707257e-06|9.983122e-06|1.625877e-10|   8   |
| 114 |True   |  658  |9.197740e-06|9.423689e-06|4.591195e-10|  15   |
| 185 |True   |  342  |9.754850e-06|9.787614e-06|2.295910e-10|   0   |
| 33  |True   | 1041  |9.715735e-06|1.043261e-05|3.892936e-10|  37   |
| 56  |True   |  433  |9.210342e-06|9.447724e-06|3.588328e-10|   3   |
| 145 |True   |  347  |9.723609e-06|9.761362e-06|5.244492e-10|   0   |
| 124 |True   |  426  |9.813007e-06|9.977502e-06|1.778047e-10|   7   |
| 108 |True   |  332  |9.367022e-06|9.379163e-06|1.747329e-10|   0   |
| 142 |True   |  613  |9.712922e-06|9.972876e-06|3.417249e-10|  14   |
| 12  |True   |  553  |9.630135e-06|9.874657e-06|1.763552e-10|   8   |
| 17  |True   |  299  |9.712128e-06|9.967275e-06|6.533567e-11|   0   |
| 35  |True   |  696  |9.434396e-06|9.467148e-06|4.612873e-10|  15   |
| 165 |True   | 2012  |9.159516e-06|9.226878e-06|1.829281e-12|  103  |
| 193 |True   |  795  |9.465153e-06|9.566195e-06|1.971091e-10|  24   |
| 156 |True   |  335  |9.294017e-06|9.320769e-06|2.389272e-10|   0   |
| 105 |True   | 1221  |9.589677e-06|1.059901e-05|4.028989e-10|  48   |
| 140 |True   |  305  |9.987322e-06|1.005120e-05|1.110887e-10|   0   |
| 102 |True   |  540  |9.882572e-06|1.012905e-05|1.495587e-10|  14   |
| 195 |True   |  363  |9.128690e-06|9.157125e-06|3.903178e-10|   1   |
| 112 |True   |  314  |9.290337e-06|9.422210e-06|2.106776e-10|   0   |
| 43  |True   |  385  |9.835025e-06|9.993327e-06|5.714528e-10|   1   |
|  7  |True   |  443  |9.468435e-06|9.701342e-06|1.545357e-10|   4   |
| 182 |True   |  846  |9.094359e-06|9.620049e-06|2.944194e-10|  23   |
| 50  |True   |  536  |9.078753e-06|9.150716e-06|1.576689e-10|  12   |
| 137 |True   | 1022  |9.568485e-06|1.024347e-05|4.639655e-10|  39   |
| 109 |True   |  360  |9.036184e-06|9.058850e-06|2.948767e-10|   0   |
| 139 |True   |  310  |9.921674e-06|9.984074e-06|3.822247e-10|   0   |
| 79  |True   | 1057  |9.995338e-06|1.121157e-05|5.253378e-10|  38   |
| 110 |True   |  385  |9.436399e-06|9.500386e-06|5.270489e-10|   2   |
| 159 |True   | 1112  |9.101092e-06|9.379109e-06|2.182396e-10|  41   |
| 10  |True   |  385  |9.800804e-06|9.868716e-06|1.598900e-10|   4   |
| 65  |True   |  330  |9.612974e-06|9.648316e-06|3.720233e-11|   0   |
| 86  |True   |  451  |9.650959e-06|9.706555e-06|1.094139e-10|   6   |
| 158 |True   |  363  |9.929028e-06|9.936222e-06|9.850411e-11|   2   |
| 154 |True   |  319  |9.308408e-06|9.336119e-06|9.174748e-11|   0   |
| 69  |True   | 3369  |9.901919e-06|9.918887e-06|3.610014e-12|  178  |
| 153 |True   | 1089  |9.804709e-06|1.021472e-05|1.360278e-10|  45   |
