|seed |success|  nit  |    gap     |  tau_sum   |   G_norm   |avoid_n|
|  0  |True   |  350  |9.770066e-06|9.788332e-06|3.209889e-10|   2   |
|  1  |True   | 1402  |9.994830e-06|1.074646e-05|5.895232e-11|  74   |
|  2  |True   | 1056  |9.518012e-06|1.044909e-05|8.613016e-10|  49   |
|  3  |True   |  349  |9.767574e-06|9.919618e-06|3.350075e-10|   2   |
|  5  |True   | 1100  |9.714352e-06|1.021623e-05|7.976059e-11|  44   |
|  6  |True   |  388  |9.121041e-06|9.259948e-06|3.552639e-10|   4   |
|  4  |True   | 2572  |9.018963e-06|9.558662e-06|4.551164e-11|  150  |
|  7  |True   |  535  |9.242577e-06|9.258595e-06|2.231911e-10|  14   |
|  8  |True   |  296  |9.580817e-06|9.613504e-06|2.811431e-10|   0   |
|  9  |True   |  314  |9.527927e-06|9.551335e-06|3.932750e-10|   0   |
| 10  |True   |  380  |9.382795e-06|9.544137e-06|4.977653e-10|   3   |
| 11  |True   |  316  |9.340750e-06|9.343172e-06|3.359187e-10|   0   |
| 13  |True   |  313  |9.647973e-06|9.684257e-06|4.639321e-10|   0   |
| 12  |True   |  416  |9.325494e-06|9.405132e-06|2.460645e-10|   6   |
| 14  |True   |  475  |9.013965e-06|9.050064e-06|1.440777e-10|   5   |
| 16  |True   |  472  |9.577453e-06|9.901362e-06|8.604036e-10|  10   |
| 17  |True   |  371  |9.815706e-06|9.994447e-06|2.415183e-10|   4   |
| 18  |True   |  320  |9.720206e-06|9.726370e-06|2.268483e-10|   0   |
| 19  |True   | 1503  |9.469012e-06|1.028453e-05|6.522496e-10|  76   |
| 15  |True   | 3929  |9.417143e-06|9.635510e-06|6.513612e-10|  252  |
| 21  |True   |  545  |9.209487e-06|1.061103e-05|2.121262e-10|  14   |
| 22  |True   |  358  |9.302255e-06|9.484836e-06|2.591672e-10|   1   |
| 20  |True   | 1757  |9.005757e-06|9.048869e-06|5.607019e-11|  103  |
| 23  |True   |  645  |9.744232e-06|9.805181e-06|5.156387e-10|  22   |
| 24  |True   |  347  |9.958882e-06|1.010266e-05|5.411862e-10|   2   |
| 25  |True   |  718  |9.572855e-06|9.967497e-06|9.707247e-10|  27   |
| 26  |True   |  447  |9.568761e-06|9.687510e-06|4.219562e-10|   8   |
| 28  |True   |  330  |9.274490e-06|9.309946e-06|3.621246e-10|   1   |
| 27  |True   |  417  |9.906117e-06|9.972869e-06|2.625665e-10|   7   |
| 29  |True   |  441  |9.678437e-06|9.816013e-06|2.277496e-10|   8   |
| 30  |True   |  812  |9.377379e-06|9.399221e-06|3.496713e-10|  28   |
| 32  |True   |  299  |9.487477e-06|9.527934e-06|3.817296e-10|   0   |
| 33  |True   |  365  |9.958216e-06|1.003547e-05|2.011462e-10|   3   |
