|seed |success|  nit  |    gap     |  tau_sum   |   G_norm   |avoid_n|
| 163 |True   |  333  |9.390738e-06|9.397723e-06|2.548503e-10|   0   |
| 42  |True   |  331  |9.597611e-06|9.674707e-06|2.398496e-10|   1   |
| 55  |True   |  540  |9.683189e-06|9.738471e-06|1.278876e-10|  15   |
| 76  |True   |  307  |9.997686e-06|1.002056e-05|1.678699e-10|   0   |
| 133 |True   |  296  |9.883410e-06|9.952106e-06|3.461906e-10|   0   |
| 129 |True   |  313  |9.606169e-06|9.659298e-06|3.975369e-10|   0   |
| 120 |True   |  309  |9.465917e-06|9.533105e-06|6.205029e-10|   0   |
| 90  |True   | 1185  |9.255375e-06|1.121065e-05|1.767232e-10|  57   |
| 73  |True   |  851  |9.869717e-06|9.875775e-06|3.711545e-10|  33   |
| 30  |True   |  656  |9.225565e-06|9.240035e-06|2.882941e-10|  22   |
| 69  |True   |  319  |9.001857e-06|9.012162e-06|4.405847e-10|   0   |
| 178 |True   |  331  |9.938796e-06|9.941421e-06|6.847694e-10|   0   |
| 87  |True   |  334  |9.811370e-06|9.850223e-06|3.710210e-10|   1   |
| 29  |True   |  315  |9.770584e-06|9.858063e-06|6.529439e-10|   0   |
| 103 |True   |  871  |9.760090e-06|9.921257e-06|1.072575e-10|  36   |
| 112 |True   | 1077  |9.156462e-06|9.167852e-06|1.604427e-10|  46   |
| 137 |True   |  318  |9.348056e-06|9.387867e-06|3.657770e-10|   0   |
| 136 |True   |  309  |9.729215e-06|9.785679e-06|5.898188e-10|   0   |
| 101 |True   | 2531  |9.462648e-06|9.473621e-06|3.206207e-11|  135  |
| 188 |True   |  305  |9.863787e-06|9.870019e-06|3.293141e-10|   0   |
| 85  |True   |  368  |9.183535e-06|9.213389e-06|9.165560e-10|   2   |
| 193 |True   |  332  |9.467314e-06|9.701788e-06|3.644222e-10|   1   |
| 181 |True   | 1283  |9.100286e-06|9.164569e-06|7.893489e-11|  67   |
| 157 |True   |  628  |9.336039e-06|9.497075e-06|1.374192e-10|  18   |
| 155 |True   |  324  |9.384464e-06|9.421784e-06|9.580254e-10|   1   |
| 72  |True   |  308  |9.335969e-06|9.395376e-06|3.307609e-10|   0   |
| 81  |True   |  321  |9.338589e-06|9.381695e-06|2.864236e-10|   0   |
| 50  |True   |  325  |9.584729e-06|9.586311e-06|5.096693e-10|   0   |
| 22  |True   | 1227  |9.482609e-06|1.041306e-05|7.979569e-11|  57   |
| 158 |True   |  311  |9.756916e-06|9.784306e-06|2.126395e-10|   0   |
| 167 |True   |  325  |9.722194e-06|9.756892e-06|5.529868e-10|   0   |
| 98  |True   |  311  |9.392145e-06|9.405973e-06|5.857859e-10|   0   |
|  5  |True   |  794  |9.009284e-06|9.079547e-06|2.735574e-10|  31   |
| 145 |True   |  316  |9.417483e-06|9.423377e-06|4.357907e-10|   0   |
| 38  |True   |  346  |9.703342e-06|9.730188e-06|4.490334e-10|   2   |
| 45  |True   |  341  |9.594181e-06|9.642895e-06|4.031163e-10|   3   |
| 125 |True   |  437  |9.951931e-06|9.980591e-06|3.851164e-10|   7   |
| 164 |True   |  329  |9.406556e-06|9.445431e-06|4.435344e-10|   0   |
| 32  |True   |  321  |9.463342e-06|9.466845e-06|3.157202e-10|   0   |
| 63  |True   |  312  |9.684566e-06|9.788029e-06|6.641929e-10|   0   |
| 124 |True   | 1614  |9.128657e-06|1.321650e-05|6.818927e-11|  89   |
| 28  |True   |  319  |9.383492e-06|9.417736e-06|5.715982e-10|   0   |
| 153 |True   |  342  |9.278792e-06|9.288221e-06|4.582781e-10|   0   |
| 19  |True   |  399  |9.229453e-06|9.321360e-06|8.284959e-13|   4   |
|  2  |True   |  552  |9.149379e-06|9.426426e-06|9.229862e-10|  14   |
| 41  |True   |  299  |9.801115e-06|9.885584e-06|4.574290e-10|   0   |
| 61  |True   |  613  |9.512392e-06|9.556894e-06|6.459427e-10|  19   |
| 198 |True   | 1072  |9.868781e-06|9.934549e-06|9.236999e-11|  51   |
| 140 |True   |  446  |9.181701e-06|9.319578e-06|5.801679e-10|   8   |
|  9  |True   |  487  |9.010188e-06|9.039124e-06|4.811090e-10|  10   |
| 68  |True   |  704  |9.453792e-06|9.734015e-06|1.071167e-10|  22   |
|  0  |True   |  669  |9.642004e-06|1.013848e-05|8.805689e-10|  18   |
| 117 |True   |  806  |9.661742e-06|1.008424e-05|8.440416e-10|  30   |
| 184 |True   |  358  |9.550606e-06|9.609506e-06|9.136796e-10|   1   |
| 110 |True   |  377  |9.063865e-06|9.195609e-06|1.356134e-10|   5   |
| 11  |True   |  365  |9.077619e-06|9.143161e-06|8.932910e-10|   2   |
|  8  |True   |  313  |9.289723e-06|9.302400e-06|2.284559e-10|   0   |
| 104 |True   |  312  |9.581143e-06|9.594784e-06|7.462599e-10|   0   |
| 89  |True   |  606  |9.854989e-06|9.908369e-06|1.670441e-10|  11   |
| 118 |True   | 2050  |9.415249e-06|1.272344e-05|1.395135e-10|  107  |
| 95  |True   |  370  |9.900991e-06|9.904681e-06|3.018709e-10|   2   |
| 44  |True   |  336  |9.261888e-06|9.390327e-06|6.521117e-10|   0   |
| 21  |True   |  303  |9.348344e-06|9.381508e-06|3.578511e-10|   0   |
| 100 |True   |  480  |9.257958e-06|9.448696e-06|2.484468e-10|   9   |
|  1  |True   |  362  |9.025743e-06|9.090386e-06|3.801541e-10|   1   |
| 179 |True   |  482  |9.482308e-06|9.673311e-06|2.313870e-10|  11   |
| 57  |True   |  593  |9.173446e-06|9.412725e-06|2.420815e-10|  17   |
| 185 |True   |  585  |9.488232e-06|9.547167e-06|2.600063e-10|  15   |
| 51  |True   |  322  |9.229482e-06|9.250101e-06|9.538050e-10|   0   |
| 78  |True   |  305  |9.157933e-06|9.207843e-06|3.759965e-10|   0   |
| 134 |True   |  325  |9.196716e-06|9.212094e-06|3.512978e-10|   0   |
| 77  |True   |  653  |9.453770e-06|9.624026e-06|3.972648e-10|  19   |
| 130 |True   |  896  |9.216659e-06|9.343063e-06|1.436317e-10|  34   |
| 74  |True   |  656  |9.230890e-06|9.356306e-06|1.332053e-10|  21   |
| 146 |True   | 1081  |9.710048e-06|1.023888e-05|9.775720e-11|  45   |
| 187 |True   |  341  |9.426868e-06|9.502356e-06|4.205530e-10|   2   |
| 79  |True   |  517  |9.393564e-06|9.696169e-06|2.422763e-10|   8   |
| 37  |True   |  402  |9.025406e-06|9.040061e-06|1.691434e-10|   4   |
|  4  |True   |  955  |9.291798e-06|9.631243e-06|9.067309e-10|  35   |
| 113 |True   | 1611  |9.596935e-06|1.015949e-05|2.898019e-10|  82   |
| 192 |True   |  333  |9.364945e-06|9.378375e-06|4.658014e-10|   0   |
| 86  |True   |  412  |9.165321e-06|9.194075e-06|2.068200e-10|   5   |
| 35  |True   |  401  |9.329498e-06|9.357250e-06|4.428213e-10|   3   |
| 59  |True   |  978  |9.599616e-06|9.768411e-06|1.118315e-10|  43   |
|  3  |True   |  805  |9.107556e-06|9.440781e-06|5.262767e-10|  28   |
| 162 |True   |  716  |9.998055e-06|1.033804e-05|5.502635e-13|  24   |
| 141 |True   |  359  |9.916189e-06|9.930999e-06|4.628097e-10|   2   |
| 191 |True   |  949  |9.756625e-06|9.859537e-06|9.287686e-11|  41   |
| 170 |True   |  526  |9.788479e-06|9.870176e-06|2.584045e-10|  13   |
| 34  |True   |  486  |9.329284e-06|9.581455e-06|2.053181e-10|  11   |
| 91  |True   |  376  |9.379652e-06|9.591961e-06|9.522706e-10|   3   |
| 58  |True   |  304  |9.831757e-06|9.878699e-06|3.449088e-10|   0   |
| 123 |True   | 1602  |9.879909e-06|1.015349e-05|2.412529e-10|  78   |
| 135 |True   |  417  |9.863502e-06|9.886564e-06|3.299508e-10|   5   |
| 159 |True   |  363  |9.675590e-06|9.682775e-06|7.457570e-10|   2   |
| 169 |True   | 2102  |9.793304e-06|1.081924e-05|1.950156e-10|  120  |
| 12  |True   |  404  |9.899265e-06|1.007205e-05|9.388679e-10|   5   |
| 60  |True   |  708  |9.238140e-06|9.549442e-06|6.562066e-10|  23   |
| 66  |True   |  307  |9.599768e-06|9.654047e-06|8.642159e-10|   0   |
| 75  |True   |  386  |9.696405e-06|9.748413e-06|2.197258e-10|   4   |
| 166 |True   |  319  |9.537399e-06|9.542444e-06|6.584065e-10|   0   |
| 18  |True   | 1453  |9.387400e-06|9.437959e-06|6.402406e-11|  73   |
| 65  |True   |  319  |9.652110e-06|9.658470e-06|6.667878e-10|   0   |
| 149 |True   |  468  |9.248165e-06|9.252981e-06|4.035586e-10|   7   |
| 83  |True   |  308  |9.122780e-06|9.181364e-06|2.454614e-10|   0   |
| 194 |True   | 2512  |9.698316e-06|1.029754e-05|1.159502e-10|  155  |
| 138 |True   |  629  |9.821809e-06|9.832729e-06|1.403608e-10|  18   |
| 25  |True   | 2317  |9.862743e-06|1.005636e-05|4.827809e-10|  134  |
| 48  |True   | 1839  |9.717328e-06|1.029894e-05|1.801686e-10|  97   |
| 132 |True   |  442  |9.656507e-06|9.842579e-06|5.644753e-10|   7   |
| 97  |True   |  316  |9.735804e-06|9.772055e-06|5.958475e-10|   0   |
| 168 |True   | 1509  |9.493021e-06|9.510895e-06|1.203404e-10|  77   |
| 143 |True   |  313  |9.124410e-06|9.133038e-06|3.633234e-10|   0   |
| 119 |True   |  830  |9.126016e-06|1.382697e-05|2.100945e-10|  35   |
| 189 |True   |  434  |9.242737e-06|9.331337e-06|3.793717e-10|   5   |
| 43  |True   |  348  |9.462726e-06|9.504424e-06|2.229970e-10|   1   |
| 131 |True   |  624  |9.451581e-06|9.652046e-06|9.952039e-10|  20   |
