|seed |success|  nit  |    gap     |  tau_sum   |   G_norm   |avoid_n|
|  2  |True   |  337  |9.867442e-06|1.091935e-05|1.484873e-11|   0   |
|  0  |True   |  339  |9.735842e-06|1.007684e-05|1.539998e-11|   0   |
|  6  |True   |  322  |9.158844e-06|1.213261e-05|5.090511e-12|   0   |
| 12  |True   |  324  |9.042129e-06|1.104371e-05|2.832524e-11|   0   |
|  9  |True   |  337  |9.383651e-06|9.770870e-06|1.290412e-11|   0   |
| 10  |True   |  376  |9.370612e-06|1.192679e-05|2.455582e-11|   0   |
|  1  |True   |  493  |9.762041e-06|1.011492e-05|3.372319e-10|   4   |
|  8  |True   |  390  |9.109327e-06|9.898685e-06|2.205352e-11|   0   |
|  4  |True   |  445  |9.079642e-06|9.112909e-06|9.541239e-12|   1   |
|  3  |True   |  497  |9.873203e-06|1.075357e-05|1.485850e-10|   9   |
| 11  |True   |  433  |9.279161e-06|1.095685e-05|1.399209e-10|   5   |
|  5  |True   |  576  |9.605531e-06|1.021405e-05|1.439195e-10|  12   |
| 14  |True   |  330  |9.167224e-06|1.071636e-05|1.388062e-10|   0   |
| 17  |True   |  310  |9.575507e-06|1.109616e-05|1.441484e-10|   0   |
| 16  |True   |  330  |9.909788e-06|1.071775e-05|1.518208e-10|   0   |
| 21  |True   |  372  |9.151596e-06|9.364600e-06|1.224239e-11|   0   |
| 19  |True   |  341  |9.541365e-06|9.698323e-06|1.448077e-11|   0   |
| 23  |True   |  307  |9.953443e-06|1.022716e-05|1.486022e-10|   0   |
| 20  |True   |  327  |9.041172e-06|9.349616e-06|2.068488e-11|   0   |
| 15  |True   |  475  |9.088680e-06|9.854084e-06|1.377303e-10|   8   |
| 24  |True   |  404  |9.137668e-06|9.610797e-06|1.422290e-10|   3   |
|  7  |True   | 1194  |9.719447e-06|1.134265e-05|2.452223e-11|  47   |
| 27  |True   |  341  |9.303258e-06|1.007236e-05|3.926773e-11|   0   |
| 26  |True   |  347  |9.418073e-06|1.055008e-05|8.949695e-12|   0   |
| 28  |True   |  328  |9.355428e-06|1.095750e-05|2.816458e-11|   0   |
| 22  |True   |  890  |9.232122e-06|9.800796e-06|1.726814e-11|  20   |
| 18  |True   | 1122  |9.751214e-06|1.221523e-05|2.511228e-11|  32   |
| 25  |True   |  584  |9.086907e-06|9.997742e-06|1.566378e-11|  12   |
| 32  |True   |  400  |9.487541e-06|1.067241e-05|2.223161e-11|   0   |
| 13  |True   | 1173  |9.200758e-06|1.070749e-05|1.718107e-11|  42   |
| 29  |True   |  513  |9.703809e-06|9.878940e-06|9.623454e-12|   2   |
| 31  |True   |  478  |9.683169e-06|1.128134e-05|1.718274e-11|   4   |
| 33  |True   |  341  |9.405513e-06|1.016177e-05|6.510618e-12|   0   |
| 34  |True   |  326  |9.290064e-06|9.828244e-06|6.853144e-12|   0   |
| 36  |True   |  318  |9.992208e-06|1.091935e-05|7.982779e-10|   0   |
| 37  |True   |  319  |9.919294e-06|1.091935e-05|1.468625e-11|   0   |
| 35  |True   |  360  |9.190688e-06|9.375939e-06|1.400172e-10|   0   |
| 38  |True   |  329  |9.791648e-06|1.000491e-05|2.688563e-11|   0   |
| 39  |True   |  305  |9.621273e-06|1.033473e-05|1.423783e-10|   0   |
| 45  |True   |  299  |9.075429e-06|1.213261e-05|1.382935e-10|   0   |
| 41  |True   |  380  |9.961250e-06|1.002116e-05|1.496171e-10|   2   |
| 40  |True   |  333  |9.171573e-06|9.696016e-06|1.380424e-10|   0   |
| 44  |True   |  335  |9.994776e-06|1.251687e-05|1.332890e-11|   0   |
| 42  |True   |  331  |9.411069e-06|1.091935e-05|2.098534e-11|   0   |
| 47  |True   |  358  |9.784098e-06|1.085473e-05|8.493824e-12|   0   |
| 46  |True   |  340  |9.103387e-06|9.337568e-06|1.094284e-11|   0   |
| 43  |True   |  520  |9.188416e-06|1.227362e-05|1.944618e-11|   7   |
| 30  |True   | 1174  |9.402252e-06|1.160863e-05|1.700802e-11|  26   |
| 50  |True   |  349  |9.439565e-06|9.700857e-06|2.306277e-11|   0   |
| 49  |True   |  311  |9.422729e-06|9.865849e-06|1.397009e-10|   0   |
| 51  |True   |  297  |9.657225e-06|1.348067e-05|1.431684e-10|   0   |
| 52  |True   |  306  |9.549245e-06|1.213261e-05|1.429716e-10|   0   |
| 53  |True   |  323  |9.763263e-06|1.091935e-05|2.892517e-11|   0   |
| 56  |True   |  340  |9.953355e-06|1.354774e-05|3.304339e-11|   0   |
| 55  |True   |  309  |9.710222e-06|1.198093e-05|1.258071e-10|   0   |
| 57  |True   |  348  |9.783223e-06|1.021746e-05|1.465564e-10|   0   |
| 58  |True   |  327  |9.065526e-06|9.827412e-06|2.093755e-11|   0   |
| 48  |True   |  785  |9.406291e-06|1.091367e-05|1.049542e-11|  15   |
| 54  |True   |  563  |9.612084e-06|1.141122e-05|1.439254e-10|  13   |
| 59  |True   |  409  |9.269071e-06|1.004499e-05|1.402335e-10|   2   |
| 62  |True   |  323  |9.868305e-06|1.091935e-05|1.991325e-11|   0   |
| 61  |True   |  328  |9.245843e-06|1.004878e-05|2.238378e-11|   0   |
| 60  |True   |  395  |9.472678e-06|9.866726e-06|6.819013e-12|   0   |
| 64  |True   |  328  |9.344083e-06|1.213261e-05|3.499946e-11|   0   |
| 65  |True   |  336  |9.728267e-06|1.042987e-05|7.611403e-12|   0   |
| 63  |True   |  445  |9.050355e-06|9.856338e-06|1.350550e-10|   4   |
| 66  |True   |  302  |9.916048e-06|1.238671e-05|1.479577e-10|   0   |
| 67  |True   |  331  |9.314641e-06|1.213261e-05|1.978555e-11|   0   |
| 68  |True   |  319  |9.514695e-06|1.213261e-05|2.320527e-11|   0   |
| 72  |True   |  324  |9.620153e-06|1.091935e-05|2.442443e-11|   0   |
| 69  |True   |  345  |9.792358e-06|1.021738e-05|1.013640e-11|   0   |
| 70  |True   |  327  |9.420567e-06|1.005701e-05|1.542531e-11|   0   |
| 75  |True   |  298  |9.632028e-06|1.091935e-05|1.412138e-10|   0   |
| 73  |True   |  353  |9.305577e-06|1.025027e-05|1.580746e-11|   0   |
| 74  |True   |  346  |9.767614e-06|1.128246e-05|1.227163e-11|   0   |
| 71  |True   |  422  |9.471429e-06|9.781221e-06|2.766958e-11|   0   |
| 76  |True   |  331  |9.375969e-06|9.827412e-06|2.762305e-11|   0   |
| 80  |True   |  330  |9.455413e-06|1.014471e-05|9.103519e-11|   0   |
| 77  |True   |  322  |9.330768e-06|1.497853e-05|1.203248e-11|   0   |
| 79  |True   |  308  |9.458003e-06|1.072590e-05|1.399946e-10|   0   |
| 78  |True   |  338  |9.019874e-06|9.092577e-06|1.373947e-11|   0   |
| 81  |True   |  348  |9.273021e-06|1.036939e-05|1.631609e-11|   0   |
| 82  |True   |  319  |9.895447e-06|1.091935e-05|6.201446e-12|   0   |
| 84  |True   |  344  |9.177837e-06|9.622348e-06|1.046398e-11|   0   |
| 83  |True   |  314  |9.797325e-06|1.095401e-05|9.518124e-12|   0   |
| 85  |True   |  322  |9.132049e-06|9.827412e-06|1.670352e-11|   0   |
| 86  |True   |  337  |9.676691e-06|9.878336e-06|2.516343e-11|   0   |
| 88  |True   |  342  |9.698167e-06|1.068720e-05|1.405274e-11|   0   |
| 89  |True   |  313  |9.577974e-06|1.497853e-05|3.764261e-11|   0   |
| 92  |True   |  316  |9.450456e-06|9.637090e-06|1.473518e-10|   0   |
| 91  |True   |  332  |9.651659e-06|1.039253e-05|2.225937e-11|   0   |
| 93  |True   |  339  |9.174252e-06|9.786626e-06|2.548940e-11|   0   |
| 90  |True   |  397  |9.115426e-06|9.256343e-06|1.389926e-10|   2   |
| 87  |True   |  571  |9.709090e-06|1.020156e-05|1.006900e-11|  10   |
| 94  |True   |  330  |9.316120e-06|1.131693e-05|1.371943e-10|   0   |
| 95  |True   |  343  |9.852818e-06|1.213261e-05|2.409831e-11|   0   |
| 96  |True   |  342  |9.282637e-06|9.553851e-06|1.757927e-11|   0   |
| 98  |True   |  348  |9.970257e-06|1.073983e-05|8.944249e-12|   0   |
| 99  |True   |  341  |9.389566e-06|1.048831e-05|1.771275e-11|   0   |
| 101 |True   |  308  |9.424978e-06|1.102052e-05|1.412921e-10|   0   |
| 100 |True   |  348  |9.612557e-06|1.022588e-05|1.888561e-11|   0   |
| 105 |True   |  345  |9.926245e-06|9.938703e-06|1.056116e-11|   0   |
| 104 |True   |  400  |9.479420e-06|1.029238e-05|1.223149e-11|   0   |
| 109 |True   |  347  |9.438213e-06|9.558128e-06|1.288209e-11|   0   |
| 107 |True   |  316  |9.651596e-06|1.091935e-05|1.468681e-10|   0   |
| 106 |True   |  395  |9.003047e-06|9.095687e-06|7.386750e-12|   0   |
| 110 |True   |  329  |9.232731e-06|1.091935e-05|7.802769e-12|   0   |
| 112 |True   |  423  |9.259127e-06|9.308414e-06|6.268476e-12|   0   |
| 113 |True   |  307  |9.644513e-06|1.091935e-05|1.402974e-10|   0   |
| 114 |True   |  334  |9.579756e-06|9.906398e-06|1.424631e-10|   0   |
| 111 |True   |  447  |9.783048e-06|9.895548e-06|2.498769e-11|   2   |
| 115 |True   |  346  |9.567892e-06|9.768389e-06|2.473493e-11|   0   |
| 117 |True   |  381  |9.704980e-06|9.860467e-06|1.409907e-11|   0   |
| 119 |True   |  317  |9.207007e-06|1.040070e-05|1.427823e-10|   0   |
| 116 |True   |  382  |9.337189e-06|9.408377e-06|9.995061e-12|   0   |
| 102 |True   | 1098  |9.298975e-06|1.052881e-05|1.395015e-10|  44   |
| 121 |True   |  331  |9.690368e-06|1.053275e-05|1.585249e-11|   0   |
| 97  |True   | 1503  |9.752851e-06|1.411204e-05|4.050184e-11|  49   |
| 122 |True   |  382  |9.269724e-06|9.466938e-06|1.538696e-11|   0   |
| 124 |True   |  342  |9.168489e-06|1.007700e-05|8.774155e-12|   0   |
| 123 |True   |  355  |9.532659e-06|1.046071e-05|1.257651e-11|   0   |
| 118 |True   |  725  |9.784679e-06|1.154563e-05|2.490381e-11|  14   |
| 125 |True   |  344  |9.852070e-06|9.898756e-06|1.437199e-10|   0   |
| 126 |True   |  339  |9.452072e-06|9.642069e-06|3.061719e-12|   0   |
| 108 |True   | 1323  |9.736445e-06|1.678337e-05|1.214915e-11|  42   |
| 128 |True   |  307  |9.875218e-06|1.091935e-05|1.480849e-10|   0   |
| 127 |True   |  341  |9.777980e-06|9.946920e-06|2.999615e-11|   0   |
| 129 |True   |  310  |9.854394e-06|1.213261e-05|1.526268e-10|   0   |
| 130 |True   |  305  |9.349969e-06|1.497853e-05|1.393887e-10|   0   |
| 120 |True   |  809  |9.590976e-06|1.049713e-05|2.791564e-11|  13   |
| 134 |True   |  314  |9.396837e-06|9.610366e-06|1.399201e-10|   0   |
| 132 |True   |  332  |9.338574e-06|1.106992e-05|8.276678e-12|   0   |
| 133 |True   |  320  |9.328126e-06|1.213261e-05|3.348154e-11|   0   |
| 138 |True   |  354  |9.998109e-06|1.018773e-05|2.537011e-11|   0   |
| 136 |True   |  360  |9.791466e-06|1.029122e-05|1.480369e-11|   0   |
| 103 |True   | 2013  |9.559369e-06|1.068348e-05|1.463196e-10|  94   |
| 140 |True   |  346  |9.943945e-06|1.015270e-05|6.030469e-10|   0   |
| 141 |True   |  361  |9.271488e-06|9.485921e-06|2.301169e-11|   0   |
| 142 |True   |  333  |9.637654e-06|1.091935e-05|5.013955e-12|   0   |
| 143 |True   |  323  |9.804370e-06|1.091935e-05|7.997906e-12|   0   |
| 144 |True   |  326  |9.636306e-06|1.102229e-05|1.438441e-10|   0   |
| 145 |True   |  342  |9.018002e-06|9.731239e-06|2.364542e-11|   0   |
| 135 |True   |  847  |9.186874e-06|1.273750e-05|3.834178e-11|  18   |
| 146 |True   |  322  |9.246739e-06|9.989446e-06|2.572938e-11|   0   |
| 147 |True   |  328  |9.578980e-06|1.091935e-05|7.196323e-12|   0   |
| 148 |True   |  324  |9.926116e-06|1.213261e-05|1.750607e-11|   0   |
| 149 |True   |  339  |9.949177e-06|1.044587e-05|3.016023e-11|   0   |
| 150 |True   |  341  |9.255947e-06|9.314853e-06|2.549481e-11|   0   |
| 151 |True   |  352  |9.884138e-06|1.190213e-05|1.920675e-11|   0   |
| 137 |True   |  917  |9.714702e-06|1.055525e-05|1.454704e-10|  23   |
| 152 |True   |  330  |9.223868e-06|1.055482e-05|1.411894e-10|   0   |
| 153 |True   |  312  |9.845728e-06|1.041979e-05|1.396194e-10|   0   |
| 154 |True   |  303  |9.287544e-06|1.020475e-05|1.371926e-10|   0   |
| 131 |True   | 1458  |9.556071e-06|1.239751e-05|2.954171e-11|  61   |
| 155 |True   |  346  |9.131315e-06|1.023166e-05|1.352471e-10|   0   |
| 156 |True   |  327  |9.750275e-06|1.016810e-05|3.135860e-11|   0   |
| 159 |True   |  307  |9.560370e-06|9.818628e-06|1.417154e-10|   0   |
| 157 |True   |  345  |9.129910e-06|1.004759e-05|3.776254e-12|   0   |
| 158 |True   |  317  |9.131301e-06|9.611725e-06|1.369473e-10|   0   |
| 160 |True   |  324  |9.346261e-06|1.091935e-05|2.542708e-11|   0   |
| 161 |True   |  324  |9.993210e-06|1.278898e-05|7.343992e-12|   0   |
| 162 |True   |  355  |9.215902e-06|9.370420e-06|2.366530e-11|   0   |
| 163 |True   |  348  |9.683953e-06|1.012230e-05|1.445616e-10|   1   |
| 164 |True   |  338  |9.305188e-06|1.032929e-05|1.961994e-11|   0   |
| 139 |True   | 1602  |9.738684e-06|1.009189e-05|7.583801e-10|  78   |
| 167 |True   |  332  |9.689107e-06|1.334425e-05|2.460072e-11|   0   |
| 165 |True   |  402  |9.269581e-06|9.883035e-06|1.780556e-11|   0   |
| 166 |True   |  322  |9.558190e-06|1.254876e-05|1.959341e-11|   0   |
| 169 |True   |  334  |9.295425e-06|9.356434e-06|2.017203e-11|   0   |
| 168 |True   |  328  |9.460396e-06|1.091935e-05|3.097152e-11|   0   |
| 172 |True   |  321  |9.504083e-06|1.048896e-05|1.425642e-10|   0   |
| 173 |True   |  344  |9.786092e-06|1.006810e-05|1.314070e-11|   0   |
| 170 |True   |  327  |9.147733e-06|9.751769e-06|5.457094e-12|   0   |
| 171 |True   |  379  |9.056027e-06|9.358640e-06|2.644606e-11|   0   |
| 175 |True   |  341  |9.101959e-06|9.292532e-06|1.364809e-10|   0   |
| 176 |True   |  371  |9.902847e-06|1.035083e-05|3.079407e-11|   0   |
| 177 |True   |  374  |9.565996e-06|1.048283e-05|1.762866e-11|   0   |
| 179 |True   |  334  |9.938352e-06|1.091935e-05|1.635449e-11|   0   |
| 178 |True   |  343  |9.244686e-06|9.319224e-06|1.336514e-11|   0   |
| 182 |True   |  306  |9.438113e-06|1.013941e-05|1.418768e-10|   0   |
| 181 |True   |  369  |9.195158e-06|9.502634e-06|1.585231e-11|   0   |
| 185 |True   |  335  |9.409562e-06|9.654775e-06|1.810994e-11|   0   |
| 183 |True   |  467  |9.888953e-06|1.078699e-05|1.482659e-10|   7   |
| 188 |True   |  332  |9.412775e-06|1.010391e-05|8.526744e-12|   0   |
| 184 |True   |  578  |9.867699e-06|1.064914e-05|1.563958e-11|   9   |
| 180 |True   |  681  |9.305619e-06|1.218012e-05|1.717065e-11|  14   |
| 190 |True   |  355  |9.691535e-06|1.288211e-05|7.705184e-12|   0   |
| 189 |True   |  345  |9.319666e-06|9.827412e-06|1.642968e-11|   0   |
| 193 |True   |  335  |9.359575e-06|1.091935e-05|2.559196e-11|   0   |
| 191 |True   |  370  |9.546128e-06|1.119993e-05|2.082570e-11|   0   |
| 192 |True   |  331  |9.865634e-06|1.025823e-05|1.491583e-10|   0   |
| 174 |True   | 1103  |9.458237e-06|9.922271e-06|2.320001e-11|  42   |
| 194 |True   |  327  |9.693631e-06|1.241649e-05|1.556486e-11|   0   |
| 198 |True   |  333  |9.520900e-06|9.973267e-06|1.621124e-11|   0   |
| 197 |True   |  325  |9.618913e-06|1.119206e-05|1.713472e-11|   0   |
| 186 |True   |  847  |9.396161e-06|1.050679e-05|1.401697e-10|  31   |
| 187 |True   |  969  |9.960963e-06|1.117937e-05|1.756442e-11|  25   |
| 199 |True   |  551  |9.096937e-06|9.826641e-06|9.158948e-12|   8   |
| 195 |True   |  864  |9.227108e-06|9.662841e-06|1.436398e-11|  12   |
| 196 |True   |  948  |9.167141e-06|9.805415e-06|1.380448e-10|  36   |
