|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
| 97  |True   |  357  |9.645125e-06|1.367984e-05|6.264369e-10|6.734102e-05|
| 100 |True   |  302  |9.024002e-06|4.773111e-05|1.282548e-10|2.903234e-05|
| 99  |True   |  381  |9.759402e-06|1.225944e-05|3.815195e-13|4.651528e-08|
| 103 |True   |  348  |9.510286e-06|3.063880e-05|3.902326e-10|3.922679e-05|
| 102 |True   |  358  |9.179554e-06|1.325646e-05|5.409750e-10|5.341663e-05|
| 101 |True   |  378  |9.256408e-06|1.175593e-05|6.435990e-10|7.223110e-05|
| 105 |True   |  346  |9.533504e-06|1.224456e-05|6.678580e-10|7.274636e-05|
| 106 |True   |  347  |9.157257e-06|1.348067e-05|9.854099e-10|1.403728e-04|
| 107 |True   |  345  |9.378428e-06|1.278204e-05|6.196860e-10|6.811188e-05|
| 104 |True   |  370  |9.381899e-06|1.199593e-05|6.537681e-10|7.236350e-05|
| 109 |True   |  343  |9.786486e-06|1.497853e-05|9.909607e-10|1.178073e-04|
| 108 |True   |  384  |9.920883e-06|1.242034e-05|7.262224e-10|7.644221e-05|
| 110 |True   |  380  |9.731720e-06|1.297549e-05|6.680131e-10|7.103074e-05|
| 111 |True   |  383  |9.969448e-06|1.246890e-05|7.323078e-10|7.674501e-05|
| 113 |True   |  333  |9.385345e-06|1.378942e-05|5.849337e-10|6.369574e-05|
| 112 |True   |  384  |9.405271e-06|1.190529e-05|3.741189e-13|5.038063e-08|
| 116 |True   |  251  |9.332604e-06|1.467651e-05|9.455901e-10|7.357416e-08|
| 114 |True   |  340  |9.562694e-06|1.521809e-05|5.676250e-10|6.011413e-05|
| 115 |True   |  348  |9.791823e-06|1.288843e-05|6.066941e-10|5.736951e-05|
| 119 |True   |  318  |9.324044e-06|1.613795e-05|5.156729e-10|5.554158e-05|
| 117 |True   |  348  |9.016292e-06|1.213261e-05|2.924917e-13|3.747653e-08|
| 120 |True   |  375  |9.954009e-06|1.245348e-05|7.303444e-10|7.664659e-05|
| 118 |True   |  381  |9.637673e-06|1.213716e-05|6.910714e-10|7.468728e-05|
| 122 |True   |  346  |9.469800e-06|1.251473e-05|6.466171e-10|7.069180e-05|
| 121 |True   |  404  |9.831367e-06|1.233083e-05|7.150922e-10|7.588958e-05|
| 126 |True   |  343  |9.479571e-06|1.497853e-05|9.479974e-10|1.202557e-04|
| 123 |True   |  365  |9.134813e-06|1.163483e-05|3.413392e-13|4.370446e-08|
| 125 |True   |  332  |9.315031e-06|2.282964e-05|7.478158e-10|1.042835e-04|
| 124 |True   |  398  |9.549197e-06|1.204868e-05|6.801411e-10|7.413547e-05|
| 127 |True   |  346  |9.522005e-06|1.348067e-05|3.071966e-13|4.620940e-08|
| 128 |True   |  378  |9.405349e-06|1.326766e-05|6.055943e-10|6.611243e-05|
| 129 |True   |  359  |9.552202e-06|1.205174e-05|6.804556e-10|7.414798e-05|
| 130 |True   |  345  |9.492125e-06|1.230128e-05|6.086519e-10|5.764838e-05|
| 131 |True   |  341  |9.707335e-06|1.664281e-05|9.098587e-10|1.094183e-04|
| 134 |True   |  311  |9.582328e-06|4.970311e-05|3.449945e-10|3.391607e-05|
| 135 |True   |  343  |9.330856e-06|1.497853e-05|9.308387e-10|1.238114e-04|
| 132 |True   |  365  |9.049400e-06|1.154943e-05|3.369420e-13|4.366269e-08|
| 133 |True   |  382  |9.817442e-06|1.231691e-05|7.133538e-10|7.580278e-05|
| 136 |True   |  287  |9.254225e-06|1.247992e-05|7.665490e-10|2.607572e-08|
| 137 |True   |  351  |9.870339e-06|1.236988e-05|7.198505e-10|7.611920e-05|
| 138 |True   |  364  |9.538388e-06|1.203790e-05|6.788040e-10|7.406658e-05|
| 139 |True   |  348  |9.121110e-06|1.213261e-05|3.290173e-13|4.788637e-08|
| 140 |True   |  330  |9.597010e-06|2.536627e-05|7.253631e-10|8.814988e-05|
| 143 |True   |  301  |9.314956e-06|1.876274e-05|8.776976e-10|9.007919e-08|
| 142 |True   |  336  |9.442838e-06|1.919444e-05|4.764759e-10|4.984824e-05|
| 141 |True   |  360  |9.704209e-06|1.220459e-05|3.814294e-13|4.744902e-08|
| 144 |True   |  343  |9.748860e-06|1.405186e-05|6.292182e-10|6.614992e-05|
| 145 |True   |  361  |9.638714e-06|1.348067e-05|2.951509e-13|3.746126e-08|
| 146 |True   |  355  |9.394003e-06|1.471151e-05|5.588027e-10|6.036218e-05|
| 147 |True   |  347  |9.908337e-06|1.240786e-05|7.245864e-10|7.635918e-05|
| 148 |True   |  328  |9.759456e-06|2.874174e-05|4.190103e-10|4.106146e-05|
| 149 |True   |  326  |9.982033e-06|3.131638e-05|7.057419e-10|8.530389e-05|
| 150 |True   |  302  |9.725785e-06|1.316805e-05|8.657578e-10|6.771763e-07|
| 152 |True   |  299  |9.224641e-06|1.108821e-04|4.909752e-10|7.190779e-05|
| 151 |True   |  377  |9.664289e-06|1.216377e-05|6.943437e-10|7.485064e-05|
| 153 |True   |  487  |9.749247e-06|1.224877e-05|7.048497e-10|7.537889e-05|
| 156 |True   |  313  |9.330375e-06|5.420162e-05|3.247437e-10|3.301199e-05|
| 155 |True   |  336  |9.812315e-06|2.054668e-05|8.374462e-10|9.991145e-05|
| 157 |True   |  345  |9.274781e-06|1.348067e-05|9.736888e-10|1.214135e-04|
| 154 |True   |  392  |9.568833e-06|1.206839e-05|6.824746e-10|7.424900e-05|
| 162 |True   |  348  |9.616467e-06|1.221232e-05|5.238342e-10|5.078235e-05|
| 165 |True   |  336  |9.414417e-06|1.355052e-05|5.796385e-10|5.496449e-05|
| 158 |True   |  342  |9.277296e-06|1.388472e-05|5.666267e-10|6.229495e-05|
| 160 |True   |  333  |9.906692e-06|2.282964e-05|8.014656e-10|9.424804e-05|
| 159 |True   |  361  |9.774174e-06|1.227420e-05|4.226095e-13|6.170692e-08|
| 161 |True   |  331  |9.521529e-06|2.383015e-05|4.333969e-10|4.416375e-05|
| 163 |True   |  338  |9.804591e-06|1.660737e-05|5.645014e-10|5.788889e-05|
| 164 |True   |  298  |9.501694e-06|1.895777e-05|1.269090e-10|4.143660e-05|
| 166 |True   |  337  |9.107026e-06|1.849201e-05|7.985716e-10|1.059065e-04|
| 169 |True   |  319  |9.239841e-06|3.131638e-05|3.223029e-10|3.840909e-05|
| 167 |True   |  320  |9.859011e-06|3.621515e-05|3.931383e-10|3.763834e-05|
