|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  8  |True   |  449  |9.977023e-06|1.000196e-05|2.835357e-12|3.480407e-05|
|  9  |True   |  492  |9.972816e-06|1.002733e-05|1.544444e-10|4.274002e-05|
|  6  |True   |  527  |9.996181e-06|1.004665e-05|3.247320e-10|5.073672e-05|
|  3  |True   |  546  |9.974599e-06|1.002457e-05|3.115435e-10|5.318414e-05|
|  2  |True   |  508  |9.958959e-06|1.004872e-05|9.081506e-11|4.784730e-05|
|  0  |True   |  506  |9.999477e-06|1.003008e-05|2.030583e-10|4.065319e-05|
|  7  |True   |  654  |9.993199e-06|1.001969e-05|7.107558e-11|1.108868e-04|
|  4  |True   |  765  |9.989027e-06|1.003766e-05|6.258361e-10|5.416146e-03|
|  5  |True   |  888  |9.995948e-06|1.002037e-05|6.519591e-10|7.659587e-03|
| 10  |True   |  541  |9.994611e-06|1.004877e-05|1.427050e-10|4.086324e-05|
| 13  |True   |  520  |9.990426e-06|1.002542e-05|3.336523e-10|1.422699e-04|
| 11  |True   |  533  |9.989871e-06|1.002483e-05|1.617065e-10|3.323978e-05|
| 14  |True   |  509  |9.980748e-06|1.002015e-05|9.687239e-10|1.527306e-02|
| 12  |True   |  726  |9.992910e-06|1.011616e-05|3.303571e-10|8.127964e-03|
| 16  |True   |  600  |9.976766e-06|1.015850e-05|2.312889e-10|5.445572e-05|
| 17  |True   |  447  |9.986661e-06|1.001160e-05|3.826592e-12|4.168463e-05|
| 18  |True   |  521  |9.985823e-06|1.002153e-05|1.706198e-10|3.644427e-05|
| 20  |True   |  436  |9.997477e-06|1.002241e-05|4.007645e-12|4.205218e-05|
| 15  |True   | 1151  |9.991598e-06|1.003060e-05|8.748424e-11|9.046044e-05|
| 19  |True   |  506  |9.993002e-06|1.005563e-05|4.871360e-10|6.453172e-05|
| 22  |True   |  525  |9.999778e-06|1.004490e-05|1.397711e-10|5.156257e-05|
| 21  |True   |  593  |9.987659e-06|1.002274e-05|3.472672e-10|4.911509e-05|
| 23  |True   |  506  |9.987666e-06|1.005764e-05|1.857671e-10|1.157040e-04|
| 24  |True   |  550  |9.976881e-06|1.003778e-05|1.736121e-10|5.220092e-05|
| 25  |True   |  547  |9.996828e-06|1.003610e-05|9.723851e-10|1.537781e-02|
|  1  |True   | 2505  |9.992829e-06|1.001831e-05|5.112876e-10|5.416166e-03|
| 26  |True   |  653  |9.988780e-06|1.002100e-05|8.158852e-10|1.200739e-02|
| 27  |True   |  499  |9.988353e-06|1.001351e-05|7.562049e-12|3.534896e-05|
| 28  |True   |  503  |9.964585e-06|1.003305e-05|5.821317e-11|4.589417e-05|
| 29  |True   |  508  |9.982650e-06|1.002786e-05|3.267574e-10|4.874309e-05|
| 31  |True   |  506  |9.984535e-06|1.001456e-05|9.915785e-10|1.050738e-02|
| 32  |True   |  519  |9.981029e-06|1.007432e-05|1.626512e-10|5.275037e-05|
| 33  |True   |  510  |9.968711e-06|1.001030e-05|1.388547e-10|3.985717e-05|
| 34  |True   |  629  |9.999853e-06|1.002926e-05|1.820015e-10|4.117781e-05|
| 35  |True   |  525  |9.977720e-06|1.001567e-05|8.983543e-10|1.474627e-02|
| 39  |True   |  451  |9.975911e-06|1.000085e-05|3.245761e-12|3.858344e-05|
| 40  |True   |  492  |9.979037e-06|1.001475e-05|2.737541e-10|4.540459e-05|
| 38  |True   |  737  |9.997016e-06|1.003854e-05|6.079363e-10|5.416134e-03|
| 43  |True   |  505  |9.991934e-06|1.006193e-05|2.593237e-10|5.629740e-05|
| 41  |True   |  752  |9.993449e-06|1.008790e-05|2.031128e-11|1.441378e-05|
| 37  |True   | 1144  |9.992467e-06|1.013762e-05|5.350822e-10|1.798631e-02|
| 44  |True   |  529  |9.997449e-06|1.004651e-05|1.727824e-10|4.999879e-05|
| 45  |True   |  441  |9.986825e-06|1.001176e-05|4.201362e-12|4.392358e-05|
| 42  |True   |  858  |9.959441e-06|1.013307e-05|3.168900e-10|1.622299e-04|
| 30  |True   | 1796  |9.995935e-06|1.007076e-05|9.684853e-11|9.046327e-05|
| 47  |True   |  441  |9.982607e-06|1.000754e-05|3.565584e-12|4.079520e-05|
| 46  |True   |  516  |9.987680e-06|1.001262e-05|2.893228e-12|3.533732e-05|
| 36  |True   | 1512  |9.993948e-06|1.008725e-05|6.960197e-10|2.028428e-02|
| 48  |True   |  547  |9.988201e-06|1.003994e-05|5.432882e-10|1.675169e-04|
| 49  |True   |  527  |9.975089e-06|1.000638e-05|8.557231e-10|1.439149e-02|
| 51  |True   |  529  |9.984461e-06|1.003506e-05|2.028993e-10|4.287902e-05|
| 53  |True   |  516  |9.977523e-06|1.002773e-05|7.677383e-11|4.328506e-05|
| 52  |True   |  534  |9.999172e-06|1.002538e-05|9.225114e-10|1.200051e-02|
| 50  |True   |  822  |9.977287e-06|1.012516e-05|8.236303e-10|2.683819e-02|
| 54  |True   |  653  |9.980811e-06|1.023237e-05|2.841861e-10|5.012446e-05|
| 56  |True   |  520  |9.991973e-06|1.002518e-05|9.040559e-10|1.266516e-02|
| 55  |True   |  536  |9.988035e-06|1.001448e-05|8.262247e-11|4.143743e-05|
| 57  |True   |  532  |9.984282e-06|1.001993e-05|2.986369e-10|4.147543e-05|
| 58  |True   |  443  |9.982661e-06|1.000759e-05|4.105471e-12|4.376764e-05|
| 59  |True   |  492  |9.977825e-06|1.002105e-05|9.775554e-11|3.992949e-05|
| 60  |True   |  516  |9.978347e-06|1.000700e-05|1.335887e-10|3.713674e-05|
| 62  |True   |  469  |9.976509e-06|1.000144e-05|3.756185e-12|4.161718e-05|
| 61  |True   |  545  |9.971654e-06|1.000393e-05|2.453708e-10|4.149338e-05|
| 65  |True   |  463  |9.981156e-06|1.000609e-05|5.584772e-12|5.210078e-05|
| 63  |True   |  523  |9.963192e-06|1.002678e-05|1.760646e-10|4.784399e-05|
| 67  |True   |  526  |9.995521e-06|1.003557e-05|1.951260e-10|4.565408e-05|
| 66  |True   |  568  |9.966965e-06|1.005357e-05|1.132557e-10|4.800370e-05|
| 64  |True   |  636  |9.990916e-06|1.006301e-05|3.830001e-11|9.048650e-05|
| 68  |True   |  509  |9.965673e-06|1.002707e-05|1.213831e-10|4.802031e-05|
| 70  |True   |  520  |9.992343e-06|1.003136e-05|1.692593e-10|4.083648e-05|
| 72  |True   |  458  |9.981161e-06|1.000610e-05|2.797864e-12|3.533709e-05|
| 71  |True   |  710  |9.991257e-06|1.005606e-05|2.008150e-10|5.520982e-04|
| 69  |True   |  861  |9.996979e-06|1.002395e-05|2.235546e-11|6.395486e-05|
| 73  |True   |  532  |9.987342e-06|1.002459e-05|7.963144e-10|1.295631e-02|
| 75  |True   |  522  |9.986470e-06|1.001839e-05|9.343631e-10|1.419141e-02|
| 76  |True   |  525  |9.990689e-06|1.003631e-05|7.965339e-10|1.222257e-02|
| 77  |True   |  521  |9.991073e-06|1.001805e-05|9.091810e-10|1.224590e-02|
| 80  |True   |  466  |9.987372e-06|1.001157e-05|8.241939e-10|1.072410e-02|
| 79  |True   |  579  |9.986932e-06|1.003184e-05|2.768451e-10|4.795372e-05|
| 81  |True   |  659  |9.979333e-06|1.003222e-05|8.595896e-10|1.350909e-02|
| 74  |True   | 1255  |9.993410e-06|1.010126e-05|8.123775e-11|4.133184e-04|
| 83  |True   |  555  |9.977898e-06|1.001936e-05|2.412572e-10|4.457830e-05|
| 85  |True   |  445  |9.994150e-06|1.001908e-05|4.346929e-12|4.415429e-05|
| 84  |True   |  572  |9.983809e-06|1.005500e-05|2.322651e-10|5.332947e-05|
| 86  |True   |  592  |9.983080e-06|1.002728e-05|9.659926e-10|1.546669e-02|
| 87  |True   |  543  |9.988347e-06|1.002857e-05|3.322148e-10|1.278307e-04|
| 88  |True   |  495  |9.992726e-06|1.005044e-05|1.617560e-10|4.781938e-05|
| 82  |True   | 1139  |9.999382e-06|1.011949e-05|4.088239e-10|8.705629e-03|
| 90  |True   |  443  |9.999063e-06|1.002400e-05|3.790606e-12|4.080166e-05|
| 92  |True   |  525  |9.999700e-06|1.003450e-05|2.849805e-10|4.580593e-05|
| 91  |True   |  538  |9.978606e-06|1.000493e-05|9.575834e-10|1.304693e-02|
| 93  |True   |  543  |9.998370e-06|1.005620e-05|2.917965e-10|4.918480e-05|
| 94  |True   |  538  |9.962229e-06|1.001054e-05|3.062178e-10|4.765670e-05|
| 96  |True   |  450  |9.982660e-06|1.000760e-05|3.629723e-12|3.913282e-05|
| 95  |True   |  533  |9.991633e-06|1.001818e-05|6.349270e-10|9.331963e-03|
| 98  |True   |  513  |9.984795e-06|1.002362e-05|1.914947e-10|4.333625e-05|
| 99  |True   |  442  |9.994823e-06|1.001976e-05|3.712869e-12|4.079190e-05|
| 97  |True   |  905  |9.993032e-06|1.001747e-05|6.172053e-10|7.659595e-03|
| 89  |True   | 1704  |9.994154e-06|1.001858e-05|6.294033e-10|7.659564e-03|
| 78  |True   | 3005  |9.995424e-06|1.003676e-05|4.600470e-11|1.443180e-05|
