|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  2  |True   |  496  |9.996454e-06|1.000894e-05|3.098334e-12|5.427274e-05|
|  1  |True   |  542  |9.997717e-06|1.001684e-05|8.285959e-10|1.954609e-02|
|  3  |True   |  567  |9.989553e-06|1.000531e-05|3.170902e-10|2.101839e-04|
|  0  |True   |  581  |9.997016e-06|1.001295e-05|8.788827e-10|1.781193e-02|
|  5  |True   |  480  |9.997009e-06|1.000949e-05|7.868531e-12|1.680879e-04|
|  4  |True   |  535  |9.987119e-06|1.002130e-05|8.475872e-10|2.492355e-02|
|  7  |True   |  479  |9.992679e-06|1.000516e-05|8.015147e-12|1.747300e-04|
|  6  |True   |  541  |9.995257e-06|1.000819e-05|7.662583e-10|1.704848e-02|
|  8  |True   |  486  |9.988966e-06|1.000144e-05|6.745248e-12|1.523047e-04|
|  9  |True   |  512  |9.989086e-06|1.001209e-05|3.919893e-10|1.833300e-04|
| 11  |True   |  452  |9.989170e-06|1.000165e-05|7.612030e-12|1.647991e-04|
| 10  |True   |  979  |9.994879e-06|1.008617e-05|9.931797e-10|1.778511e-02|
| 12  |True   |  477  |9.998253e-06|1.001074e-05|2.559982e-12|4.888388e-05|
| 13  |True   |  534  |9.983819e-06|1.000760e-05|3.087612e-10|1.849347e-04|
| 14  |True   |  743  |9.996039e-06|1.000851e-05|1.476660e-11|3.119317e-04|
| 15  |True   |  475  |9.993520e-06|1.000511e-05|9.323508e-10|1.781046e-02|
| 16  |True   |  487  |9.999077e-06|1.001061e-05|9.934490e-10|1.817376e-02|
| 17  |True   |  486  |9.989479e-06|1.000196e-05|6.571763e-12|1.570436e-04|
| 18  |True   |  511  |9.989343e-06|1.001435e-05|5.346692e-10|1.514311e-02|
| 19  |True   |  543  |9.990480e-06|1.000652e-05|7.267896e-10|1.822050e-02|
| 21  |True   |  550  |9.985370e-06|1.002457e-05|1.576590e-10|2.157614e-04|
| 20  |True   |  769  |9.999449e-06|1.001240e-05|9.151502e-10|1.778513e-02|
| 22  |True   |  532  |9.992863e-06|1.001180e-05|3.035923e-10|2.019547e-04|
| 23  |True   |  537  |9.984121e-06|1.000793e-05|3.598918e-10|2.107098e-04|
| 24  |True   |  477  |9.990751e-06|1.000261e-05|6.575589e-10|1.466323e-02|
| 25  |True   |  563  |9.999559e-06|1.002667e-05|9.160256e-10|4.749222e-02|
| 26  |True   |  512  |9.996906e-06|1.000869e-05|7.419352e-10|1.568436e-02|
| 27  |True   |  560  |9.995180e-06|1.001516e-05|2.282343e-10|1.581454e-04|
| 28  |True   |  470  |9.998278e-06|1.001076e-05|5.772065e-12|1.298566e-04|
| 30  |True   |  534  |9.989327e-06|1.000370e-05|8.151139e-10|1.973708e-02|
| 29  |True   |  755  |9.988197e-06|1.006429e-05|9.217223e-10|1.126870e-02|
| 31  |True   |  587  |9.999779e-06|1.001318e-05|7.777254e-11|5.858798e-05|
| 32  |True   |  732  |9.996168e-06|1.002854e-05|3.378570e-10|7.804818e-03|
| 33  |True   |  532  |9.987084e-06|1.000915e-05|1.470101e-10|2.014896e-04|
| 34  |True   |  555  |9.990895e-06|1.001963e-05|2.727209e-10|1.796671e-04|
| 35  |True   |  546  |9.996962e-06|1.003914e-05|8.042162e-11|6.559751e-05|
| 37  |True   |  546  |9.994458e-06|1.000678e-05|7.441198e-10|1.648165e-02|
| 38  |True   |  527  |9.988719e-06|1.000573e-05|6.575093e-10|1.700827e-02|
| 39  |True   |  582  |9.983080e-06|1.000482e-05|2.901622e-10|1.927371e-04|
| 40  |True   |  548  |9.984067e-06|1.001102e-05|2.185535e-10|1.854511e-04|
| 41  |True   |  567  |9.992942e-06|1.000692e-05|6.639420e-10|1.629202e-02|
| 36  |True   | 1836  |9.997642e-06|1.001217e-05|9.706846e-10|2.515196e-02|
| 42  |True   |  610  |9.985841e-06|1.000896e-05|6.690976e-10|1.716555e-02|
| 44  |True   |  567  |9.989287e-06|1.000567e-05|3.112630e-10|1.775144e-04|
| 43  |True   |  872  |9.994861e-06|1.003516e-05|6.348636e-10|3.629115e-02|
| 46  |True   |  475  |9.995762e-06|1.000779e-05|4.996566e-10|1.211417e-02|
| 45  |True   |  483  |9.986156e-06|9.999592e-06|7.973738e-10|1.675268e-02|
| 47  |True   |  589  |9.986025e-06|1.000966e-05|5.982947e-11|1.863627e-04|
| 50  |True   |  563  |9.994375e-06|1.001568e-05|8.758377e-10|2.029450e-02|
| 48  |True   |  730  |9.991503e-06|1.014641e-05|2.796500e-10|8.129372e-03|
| 53  |True   |  550  |9.994403e-06|1.000885e-05|2.169524e-10|1.859094e-04|
| 49  |True   | 1658  |9.996196e-06|1.002171e-05|8.347908e-10|1.418186e-06|
| 52  |True   | 1209  |9.997927e-06|1.004654e-05|6.164750e-10|7.659604e-03|
| 55  |True   |  499  |9.988816e-06|1.000129e-05|6.378971e-12|1.404656e-04|
| 56  |True   |  547  |9.991732e-06|1.000684e-05|8.149244e-10|1.949440e-02|
| 51  |True   | 2348  |9.998361e-06|1.002501e-05|9.337893e-10|5.967451e-02|
| 57  |True   |  552  |9.990644e-06|1.001970e-05|2.514410e-10|1.820603e-04|
| 58  |True   |  545  |9.995691e-06|1.002340e-05|8.533573e-10|2.291174e-02|
| 59  |True   |  533  |9.993509e-06|1.000540e-05|6.317051e-10|1.384567e-02|
