|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  1  |True   |  562  |9.997932e-06|1.001684e-05|8.517218e-10|1.954707e-02|
|  3  |True   |  575  |9.989875e-06|1.000531e-05|1.008088e-11|2.162856e-04|
|  2  |True   |  596  |9.998240e-06|1.001072e-05|3.098452e-12|5.202843e-05|
|  0  |True   |  674  |9.997705e-06|1.001037e-05|9.851215e-12|2.160912e-04|
|  4  |True   |  551  |9.987786e-06|1.002130e-05|9.132091e-10|2.492452e-02|
|  5  |True   |  577  |9.997010e-06|1.000949e-05|8.661829e-12|1.722050e-04|
|  6  |True   |  590  |9.988206e-06|1.012788e-05|3.748164e-10|1.211210e-02|
|  7  |True   |  576  |9.992680e-06|1.000516e-05|8.904204e-12|1.792466e-04|
|  8  |True   |  579  |9.988967e-06|1.000144e-05|7.422880e-12|1.558969e-04|
|  9  |True   |  557  |9.989666e-06|1.001209e-05|7.641209e-12|1.880081e-04|
| 11  |True   |  580  |9.989170e-06|1.000165e-05|8.507400e-12|1.693294e-04|
| 10  |True   |  888  |9.994777e-06|1.008617e-05|9.764706e-10|1.778532e-02|
| 13  |True   |  554  |9.984293e-06|1.000760e-05|7.045301e-12|1.891888e-04|
| 12  |True   |  587  |9.990045e-06|1.000185e-05|7.108459e-10|1.524446e-02|
| 14  |True   |  599  |9.991270e-06|1.000316e-05|6.297400e-10|1.432052e-02|
| 15  |True   |  571  |9.993521e-06|1.000511e-05|9.332103e-10|1.781180e-02|
| 17  |True   |  578  |9.989480e-06|1.000196e-05|7.152573e-12|1.602988e-04|
| 18  |True   |  543  |9.989545e-06|1.001435e-05|6.173994e-12|1.817221e-04|
| 19  |True   |  579  |9.993787e-06|1.000958e-05|8.133201e-10|1.838816e-02|
| 16  |True   |  680  |9.999077e-06|1.001061e-05|9.941112e-10|1.817461e-02|
| 20  |True   |  575  |9.985561e-06|1.001399e-05|8.303235e-10|2.156998e-02|
| 22  |True   |  575  |9.993981e-06|1.001180e-05|6.556625e-10|1.695990e-02|
| 21  |True   |  663  |9.985721e-06|1.002457e-05|8.169075e-12|2.211382e-04|
| 23  |True   |  669  |9.984675e-06|1.000793e-05|8.481268e-12|2.161837e-04|
| 24  |True   |  576  |9.990751e-06|1.000261e-05|6.579769e-10|1.466394e-02|
| 25  |True   |  588  |9.995971e-06|1.002333e-05|7.919190e-10|4.038345e-02|
| 26  |True   |  590  |9.996906e-06|1.000869e-05|7.423008e-10|1.568480e-02|
| 27  |True   |  562  |9.995476e-06|1.001516e-05|6.208108e-12|1.608332e-04|
| 28  |True   |  576  |9.998278e-06|1.001076e-05|6.210659e-12|1.320190e-04|
| 29  |True   |  616  |9.990637e-06|1.000565e-05|7.231283e-12|1.697222e-04|
