|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  3  |True   |  362  |9.795519e-06|1.053700e-05|5.945963e-10|2.490946e-05|
|  2  |True   |  345  |9.735227e-06|1.011981e-05|4.365562e-11|3.529521e-05|
|  8  |True   |  347  |9.940465e-06|1.032506e-05|2.916896e-11|2.192148e-05|
|  5  |True   |  349  |9.808544e-06|1.019314e-05|2.875099e-11|2.492948e-05|
|  1  |True   |  342  |9.826963e-06|1.021155e-05|5.005212e-11|3.814638e-05|
|  0  |True   |  371  |9.973144e-06|1.087233e-05|5.731374e-12|9.411159e-10|
|  9  |True   |  360  |9.917332e-06|1.056220e-05|5.530103e-12|5.187210e-10|
|  6  |True   |  371  |9.945673e-06|1.046926e-05|4.595692e-12|8.421801e-10|
|  7  |True   |  373  |9.783535e-06|1.051241e-05|3.464690e-10|2.882577e-05|
|  4  |True   |  760  |9.975122e-06|1.069991e-05|1.824889e-10|1.515425e-05|
| 11  |True   |  336  |9.933825e-06|1.031843e-05|3.582342e-11|2.883031e-05|
| 12  |True   |  342  |9.874888e-06|1.025948e-05|4.032097e-11|3.222138e-05|
| 10  |True   |  340  |9.931970e-06|1.035678e-05|3.103335e-11|2.498253e-05|
| 15  |True   |  399  |9.922912e-06|1.033419e-05|7.185588e-10|2.884195e-05|
| 13  |True   |  412  |9.831421e-06|1.041427e-05|3.900141e-12|1.171248e-09|
| 17  |True   |  360  |9.907280e-06|1.103439e-05|2.333939e-12|1.317928e-09|
| 16  |True   |  382  |9.866070e-06|1.115330e-05|3.573395e-10|2.042138e-05|
| 19  |True   |  336  |9.862034e-06|1.070990e-05|3.491306e-11|2.883772e-05|
| 22  |True   |  370  |9.943864e-06|1.060855e-05|4.606215e-12|7.563140e-10|
| 21  |True   |  338  |9.858899e-06|1.024349e-05|3.071257e-11|2.518720e-05|
| 24  |True   |  365  |9.926509e-06|1.054738e-05|4.070076e-12|4.836516e-10|
| 26  |True   |  360  |9.712751e-06|1.029392e-05|9.353523e-12|1.936342e-09|
| 25  |True   |  337  |9.770404e-06|1.015500e-05|3.379953e-11|2.884712e-05|
| 14  |True   |  918  |9.941527e-06|1.041876e-05|4.182805e-10|1.441894e-05|
| 27  |True   |  360  |9.767657e-06|1.083439e-05|4.260121e-12|7.709868e-10|
| 18  |True   |  997  |9.893845e-06|1.027846e-05|2.131109e-11|1.442129e-05|
| 30  |True   |  370  |9.777076e-06|1.030417e-05|6.596940e-12|2.516178e-10|
| 28  |True   |  349  |9.850355e-06|1.023496e-05|2.995978e-11|2.499917e-05|
| 31  |True   |  371  |9.912153e-06|1.047854e-05|5.552121e-12|5.488815e-10|
| 29  |True   |  339  |9.906507e-06|1.029123e-05|2.980408e-11|2.422121e-05|
| 23  |True   | 1006  |9.906425e-06|1.029103e-05|2.159156e-11|1.441365e-05|
| 20  |True   | 1225  |9.845220e-06|1.040974e-05|7.175007e-10|3.966840e-06|
| 32  |True   |  367  |9.842659e-06|1.034774e-05|4.569474e-12|2.661238e-10|
| 33  |True   |  372  |9.914166e-06|1.035582e-05|6.202217e-10|2.039937e-05|
| 34  |True   |  346  |9.913988e-06|1.029858e-05|3.067251e-11|2.497519e-05|
| 35  |True   |  337  |9.733476e-06|1.020520e-05|3.785135e-11|3.218429e-05|
| 37  |True   |  365  |9.820162e-06|1.048406e-05|4.358967e-12|3.546162e-09|
| 36  |True   |  338  |9.900110e-06|1.073561e-05|3.557934e-11|2.883139e-05|
| 39  |True   |  360  |9.650935e-06|1.048203e-05|6.494086e-12|2.508510e-09|
| 41  |True   |  360  |9.836695e-06|1.072141e-05|2.226882e-12|4.906297e-10|
| 38  |True   |  387  |9.942606e-06|1.067397e-05|4.696429e-12|8.140862e-10|
| 42  |True   |  343  |9.804519e-06|1.018912e-05|2.859304e-11|2.402690e-05|
| 40  |True   |  586  |9.897569e-06|1.044008e-05|4.047946e-12|6.028430e-10|
| 43  |True   |  369  |9.911796e-06|1.062592e-05|3.587273e-12|1.137473e-09|
| 45  |True   |  347  |9.890178e-06|1.027474e-05|5.698736e-11|4.072992e-05|
| 44  |True   |  372  |9.757020e-06|1.031241e-05|5.439764e-12|8.318071e-10|
| 47  |True   |  457  |9.831572e-06|1.021616e-05|3.459489e-11|2.884178e-05|
| 51  |True   |  370  |9.932982e-06|1.054517e-05|3.168108e-12|3.031127e-10|
| 46  |True   |  380  |9.941019e-06|1.064915e-05|6.266220e-12|4.178662e-10|
| 53  |True   |  347  |9.945239e-06|1.033092e-05|5.877494e-11|4.915655e-05|
| 54  |True   |  349  |9.787053e-06|1.017164e-05|3.375812e-11|2.883364e-05|
| 52  |True   |  347  |9.906361e-06|1.029096e-05|3.552454e-11|2.882096e-05|
| 50  |True   |  557  |9.859590e-06|1.024418e-05|2.980824e-11|2.497953e-05|
| 49  |True   |  348  |9.813679e-06|1.019850e-05|3.959363e-11|3.174326e-05|
| 48  |True   |  375  |9.905692e-06|1.049669e-05|7.553369e-12|1.068696e-09|
| 57  |True   |  360  |9.781702e-06|1.066774e-05|2.620684e-12|1.482523e-09|
| 56  |True   |  348  |9.809070e-06|1.019365e-05|4.170874e-11|3.285945e-05|
| 55  |True   |  371  |9.800809e-06|1.057246e-05|2.913593e-12|2.333657e-10|
| 59  |True   |  341  |9.766308e-06|1.018814e-05|3.610697e-11|2.981702e-05|
| 60  |True   |  371  |9.866032e-06|1.042300e-05|4.316096e-12|3.097835e-10|
| 61  |True   |  336  |9.813930e-06|1.050014e-05|3.421167e-11|2.882621e-05|
| 62  |True   |  371  |9.847930e-06|1.085380e-05|6.369455e-12|1.637633e-09|
| 58  |True   |  378  |9.793794e-06|1.032191e-05|3.519248e-12|4.900127e-10|
| 64  |True   |  346  |9.855246e-06|1.023986e-05|3.463334e-11|2.884032e-05|
| 63  |True   |  363  |9.921229e-06|1.068818e-05|4.994389e-12|8.283603e-10|
| 65  |True   |  342  |9.829106e-06|1.021370e-05|3.445843e-11|2.880779e-05|
| 68  |True   |  368  |9.789474e-06|1.039697e-05|7.925222e-12|1.969126e-09|
| 67  |True   |  366  |9.900956e-06|1.064451e-05|3.116389e-10|3.258545e-05|
| 66  |True   |  342  |9.913681e-06|1.029826e-05|4.653494e-11|3.527432e-05|
| 70  |True   |  358  |9.822965e-06|1.151446e-05|2.492386e-12|1.650491e-08|
| 72  |True   |  348  |9.821724e-06|1.020632e-05|2.896064e-11|2.497408e-05|
| 73  |True   |  372  |9.896897e-06|1.031293e-05|2.552373e-12|8.818117e-10|
| 71  |True   |  363  |9.852990e-06|1.050317e-05|8.187844e-10|2.471368e-05|
| 74  |True   |  333  |9.856315e-06|1.077266e-05|3.557551e-11|2.903698e-05|
| 76  |True   |  348  |9.847008e-06|1.023160e-05|3.048219e-11|2.511391e-05|
| 79  |True   |  340  |9.863081e-06|1.024776e-05|2.861234e-11|2.525043e-05|
| 75  |True   |  369  |9.934584e-06|1.049850e-05|6.576226e-12|7.362550e-10|
