|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  8  |True   |  469  |9.975317e-06|1.004305e-05|5.889103e-12|3.750358e-05|
| 12  |True   |  463  |9.973635e-06|1.007153e-05|7.954193e-12|4.706502e-05|
|  2  |True   |  479  |9.992208e-06|1.007557e-05|9.486592e-12|4.968523e-05|
| 10  |True   |  461  |9.956369e-06|1.004128e-05|6.581089e-12|4.377025e-05|
|  6  |True   |  464  |9.961900e-06|1.002745e-05|7.219548e-12|4.151848e-05|
|  3  |True   |  498  |9.961655e-06|1.001140e-05|6.191662e-12|3.450707e-05|
|  5  |True   |  506  |9.980207e-06|1.003844e-05|9.415414e-12|4.572008e-05|
|  9  |True   |  470  |9.992426e-06|1.005931e-05|5.761225e-12|3.418066e-05|
|  0  |True   |  495  |9.985844e-06|1.007421e-05|8.722853e-12|4.753218e-05|
|  4  |True   |  498  |9.982503e-06|1.003225e-05|4.818835e-12|2.675235e-05|
|  7  |True   |  491  |9.963693e-06|1.001344e-05|7.275176e-12|3.816263e-05|
| 11  |True   |  498  |9.969953e-06|1.002923e-05|4.799061e-12|2.899920e-05|
|  1  |True   |  509  |9.953798e-06|1.008346e-05|8.396343e-12|5.309705e-05|
| 20  |True   |  454  |9.962587e-06|1.005116e-05|4.897537e-12|3.733016e-05|
| 18  |True   |  451  |9.992535e-06|1.012343e-05|7.050205e-12|4.660381e-05|
| 14  |True   |  500  |9.969841e-06|1.001959e-05|6.296337e-12|3.443475e-05|
| 15  |True   |  493  |9.979322e-06|1.002907e-05|7.829612e-12|3.826628e-05|
| 22  |True   |  455  |9.954295e-06|1.007988e-05|5.841522e-12|4.051264e-05|
| 23  |True   |  491  |9.967185e-06|1.001693e-05|6.498159e-12|3.453220e-05|
| 13  |True   |  496  |9.991619e-06|1.004136e-05|8.664384e-12|4.040626e-05|
| 19  |True   |  494  |9.960871e-06|1.001062e-05|8.111671e-12|4.108382e-05|
