|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  5  |True   |  371  |9.967954e-06|1.023665e-05|4.438819e-12|1.273487e-09|
|  9  |True   |  373  |9.851137e-06|1.019128e-05|6.949887e-10|3.531290e-05|
|  7  |True   |  361  |9.867817e-06|1.006387e-05|3.016654e-11|4.262554e-05|
|  4  |True   |  382  |9.868908e-06|1.010615e-05|2.850122e-12|1.907606e-09|
|  8  |True   |  339  |9.993904e-06|1.039852e-05|2.295385e-11|3.308989e-05|
|  6  |True   |  370  |9.953290e-06|1.039077e-05|2.758111e-12|8.765954e-10|
|  1  |True   |  370  |9.828264e-06|1.019130e-05|4.264964e-10|3.813179e-05|
|  2  |True   |  374  |9.940159e-06|1.019902e-05|9.723495e-10|2.862910e-05|
|  3  |True   |  541  |9.945453e-06|1.028267e-05|9.416961e-10|3.209875e-05|
|  0  |True   |  630  |9.981325e-06|1.051185e-05|3.651444e-10|2.512845e-05|
| 15  |True   |  370  |9.842790e-06|1.020932e-05|3.371894e-10|3.354983e-05|
| 14  |True   |  349  |9.855582e-06|1.005165e-05|1.860205e-11|2.868554e-05|
| 13  |True   |  371  |9.932260e-06|1.015101e-05|7.568499e-10|3.253183e-05|
| 10  |True   |  363  |9.829979e-06|1.020342e-05|2.317567e-10|3.531035e-05|
| 12  |True   |  393  |9.867093e-06|1.019859e-05|7.586561e-10|2.871862e-05|
| 11  |True   |  556  |9.899248e-06|1.009532e-05|1.729901e-11|2.884270e-05|
| 17  |True   |  489  |9.923478e-06|1.014632e-05|2.754268e-12|5.643486e-10|
| 18  |True   |  380  |9.834007e-06|1.007244e-05|3.041622e-12|6.212545e-10|
| 19  |True   |  344  |9.897444e-06|1.009351e-05|2.013325e-11|3.224585e-05|
| 21  |True   |  385  |9.933548e-06|1.023248e-05|7.769910e-10|2.884246e-05|
| 22  |True   |  379  |9.900603e-06|1.020095e-05|2.500572e-12|3.962521e-10|
| 25  |True   |  344  |9.896335e-06|1.024568e-05|1.514678e-11|2.517219e-05|
| 23  |True   |  388  |9.927336e-06|1.015022e-05|4.455191e-10|2.499375e-05|
| 16  |True   |  886  |9.982052e-06|1.017812e-05|1.362144e-11|2.039224e-05|
