|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  2  |True   |  502  |9.959225e-06|1.004872e-05|3.177694e-12|4.969716e-05|
|  6  |True   |  526  |9.996758e-06|1.004665e-05|4.412118e-12|5.338539e-05|
|  8  |True   |  544  |9.977023e-06|1.000196e-05|3.327337e-12|3.628416e-05|
|  9  |True   |  519  |9.973087e-06|1.002733e-05|3.092911e-12|4.436197e-05|
|  3  |True   |  534  |9.975101e-06|1.002457e-05|4.681576e-12|5.627501e-05|
|  0  |True   |  540  |9.999655e-06|1.003008e-05|4.070449e-12|4.255352e-05|
|  7  |True   |  579  |9.975862e-06|1.000230e-05|3.058083e-12|3.451900e-05|
|  4  |True   |  554  |9.999734e-06|1.004800e-05|8.402871e-10|1.199027e-02|
|  5  |True   |  975  |9.995948e-06|1.002037e-05|6.524290e-10|7.660831e-03|
| 10  |True   |  536  |9.994860e-06|1.004877e-05|3.106833e-12|4.224128e-05|
| 14  |True   |  528  |9.979653e-06|1.002015e-05|3.202398e-12|4.237246e-05|
| 13  |True   |  536  |9.991773e-06|1.002542e-05|8.531516e-10|1.198991e-02|
| 11  |True   |  556  |9.985816e-06|1.002059e-05|3.989423e-12|3.892199e-05|
| 12  |True   |  569  |9.987387e-06|1.011073e-05|3.753372e-12|5.358387e-05|
| 16  |True   |  591  |9.976375e-06|1.015850e-05|3.787122e-12|5.700017e-05|
| 17  |True   |  549  |9.986662e-06|1.001160e-05|4.616758e-12|4.392308e-05|
| 18  |True   |  542  |9.985975e-06|1.002153e-05|3.207661e-12|3.786412e-05|
| 15  |True   | 1059  |9.990137e-06|1.002890e-05|6.063719e-10|7.660568e-03|
| 19  |True   |  508  |9.994072e-06|1.005563e-05|5.947869e-12|6.921733e-05|
| 20  |True   |  544  |9.997478e-06|1.002241e-05|4.831425e-12|4.430760e-05|
| 21  |True   |  568  |9.988044e-06|1.002274e-05|4.905025e-12|5.177950e-05|
| 22  |True   |  550  |9.999958e-06|1.004490e-05|5.669233e-12|5.519157e-05|
| 24  |True   |  535  |9.977088e-06|1.003778e-05|4.169132e-12|5.119453e-05|
| 25  |True   |  547  |9.975761e-06|1.016864e-05|3.854885e-12|4.508952e-05|
| 23  |True   |  634  |9.980004e-06|1.005035e-05|7.031631e-12|1.219855e-04|
