|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  0  |True   |  373  |9.680563e-06|1.110879e-05|4.132922e-10|8.348894e-05|
|  5  |True   |  355  |9.837111e-06|1.126536e-05|4.211395e-10|8.048954e-05|
|  3  |True   |  342  |9.470216e-06|1.653866e-05|2.699150e-10|5.596821e-05|
|  6  |True   |  349  |9.479039e-06|1.200642e-05|2.096010e-10|4.111125e-05|
|  2  |True   |  325  |9.660187e-06|1.179455e-05|2.092742e-11|4.202111e-06|
|  1  |True   |  348  |9.217701e-06|1.125615e-05|4.446555e-10|1.212220e-04|
|  4  |True   |  348  |9.996593e-06|1.155953e-05|4.602994e-10|9.205931e-05|
| 10  |True   |  349  |9.288734e-06|1.104844e-05|7.904503e-10|1.737927e-04|
|  8  |True   |  350  |9.884857e-06|1.131266e-05|9.027013e-10|1.890267e-04|
|  9  |True   |  373  |9.542474e-06|1.097071e-05|3.940967e-10|7.870888e-05|
|  7  |True   |  365  |9.732789e-06|1.116104e-05|4.137457e-10|8.056605e-05|
| 12  |True   |  355  |9.371262e-06|1.221064e-05|3.335242e-10|7.435804e-05|
| 11  |True   |  399  |9.824266e-06|1.151233e-05|3.365761e-10|7.524918e-05|
| 13  |True   |  347  |9.866128e-06|1.332847e-05|2.711036e-10|4.768884e-05|
| 17  |True   |  340  |9.999294e-06|1.572328e-05|7.254357e-10|1.471282e-04|
| 15  |True   |  342  |9.948991e-06|1.527408e-05|2.763294e-10|4.312083e-05|
| 18  |True   |  375  |9.558620e-06|1.098676e-05|5.001464e-10|1.025594e-04|
| 16  |True   |  390  |9.519758e-06|1.094785e-05|5.548185e-10|1.163450e-04|
| 14  |True   |  400  |9.623035e-06|1.105126e-05|4.129485e-10|8.692081e-05|
| 19  |True   |  367  |9.864744e-06|1.129297e-05|4.287543e-10|8.346201e-05|
| 20  |True   |  389  |9.874460e-06|1.130279e-05|3.027336e-10|5.360978e-05|
| 21  |True   |  400  |9.865947e-06|1.129420e-05|4.257188e-10|8.171386e-05|
| 23  |True   |  348  |9.923977e-06|1.175677e-05|8.082328e-10|1.940405e-04|
| 25  |True   |  342  |9.953219e-06|1.471821e-05|5.456483e-10|1.149962e-04|
| 22  |True   |  394  |9.709960e-06|1.113834e-05|2.489141e-10|4.317883e-05|
| 24  |True   |  371  |9.853923e-06|1.128193e-05|6.749226e-10|1.357906e-04|
| 26  |True   |  335  |9.797479e-06|1.611742e-05|4.117091e-10|9.435139e-05|
| 27  |True   |  344  |9.833794e-06|1.563512e-05|2.077011e-10|3.410980e-05|
| 30  |True   |  341  |9.311675e-06|1.509330e-05|3.258130e-10|7.228448e-05|
| 29  |True   |  332  |9.443877e-06|1.427539e-05|1.643067e-10|4.991567e-05|
| 28  |True   |  373  |9.560429e-06|1.098847e-05|6.135577e-10|1.300169e-04|
| 33  |True   |  334  |9.659917e-06|1.187726e-05|4.627419e-12|6.082524e-07|
| 31  |True   |  342  |9.317771e-06|1.408496e-05|5.358130e-10|1.266031e-04|
| 32  |True   |  350  |9.660525e-06|1.254255e-05|2.201506e-10|4.380225e-05|
| 36  |True   |  327  |9.842811e-06|1.839072e-05|9.160913e-11|2.404890e-05|
| 34  |True   |  375  |9.662412e-06|1.109067e-05|3.740827e-10|7.558949e-05|
| 35  |True   |  369  |9.748675e-06|1.202830e-05|2.390526e-10|4.083052e-05|
| 38  |True   |  347  |9.622280e-06|1.149961e-05|5.623047e-10|1.398495e-04|
| 37  |True   |  376  |9.839905e-06|1.126811e-05|4.371586e-10|9.101732e-05|
| 39  |True   |  347  |9.558204e-06|1.225993e-05|5.599276e-10|1.193681e-04|
| 40  |True   |  331  |8.784162e-06|1.663563e-05|1.803015e-10|4.948223e-05|
| 41  |True   |  352  |9.357635e-06|1.123564e-05|2.557734e-10|6.471545e-05|
| 43  |True   |  337  |9.956635e-06|1.760865e-05|2.977159e-10|4.382205e-05|
| 42  |True   |  382  |9.874861e-06|1.130323e-05|2.626523e-10|4.460955e-05|
| 45  |True   |  366  |9.636050e-06|1.106408e-05|6.268716e-10|1.343560e-04|
| 46  |True   |  373  |9.792772e-06|1.122231e-05|4.774685e-10|9.508270e-05|
| 44  |True   |  370  |9.858471e-06|1.243537e-05|3.179797e-10|5.873875e-05|
| 47  |True   |  338  |9.516515e-06|1.197913e-05|7.637960e-11|2.445783e-05|
| 49  |True   |  341  |9.486594e-06|1.129252e-05|4.320368e-10|1.207094e-04|
| 48  |True   |  345  |9.967077e-06|1.197502e-05|3.534543e-10|8.212697e-05|
| 50  |True   |  337  |9.605016e-06|1.256382e-05|2.011101e-10|5.628147e-05|
| 51  |True   |  384  |9.943916e-06|1.137212e-05|4.313800e-10|8.137817e-05|
| 53  |True   |  344  |9.895626e-06|3.406025e-05|2.392175e-10|4.571897e-05|
| 52  |True   |  389  |9.504374e-06|1.093262e-05|3.936847e-10|8.033114e-05|
| 54  |True   |  341  |9.534244e-06|1.202749e-05|7.866041e-10|2.546124e-04|
| 56  |True   |  368  |9.691945e-06|1.172598e-05|8.594215e-10|1.881863e-04|
