|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
|  2  |True   |  347  |9.950093e-06|1.004910e-05|7.457910e-12|2.495403e-05|
|  0  |True   |  348  |9.980630e-06|1.007963e-05|1.200657e-11|3.532757e-05|
|  1  |True   |  347  |9.988237e-06|1.010330e-05|1.217691e-11|3.532023e-05|
|  3  |True   |  377  |9.983828e-06|1.011535e-05|3.749331e-12|1.495936e-09|
|  5  |True   |  353  |9.999341e-06|1.009835e-05|8.490131e-12|2.506660e-05|
|  6  |True   |  377  |9.977102e-06|1.013522e-05|4.170970e-12|7.572883e-10|
|  8  |True   |  378  |9.981126e-06|1.032770e-05|6.942960e-10|4.337827e-05|
|  4  |True   |  391  |9.948218e-06|1.005767e-05|3.420287e-10|3.042252e-05|
| 10  |True   |  380  |9.997392e-06|1.017179e-05|3.409113e-10|3.815636e-05|
| 12  |True   |  347  |9.925343e-06|1.002435e-05|1.062348e-11|3.331176e-05|
|  9  |True   |  381  |9.899448e-06|1.011623e-05|6.583180e-10|3.551911e-05|
| 11  |True   |  411  |9.952697e-06|1.017702e-05|6.750431e-10|4.571512e-05|
|  7  |True   |  468  |9.950711e-06|1.004971e-05|1.014240e-11|3.224958e-05|
| 13  |True   |  349  |9.972084e-06|1.007109e-05|1.132340e-11|3.337922e-05|
| 15  |True   |  373  |9.997369e-06|1.009638e-05|8.547432e-12|2.541200e-05|
| 16  |True   |  373  |9.959706e-06|1.012974e-05|8.876723e-10|4.223463e-05|
| 17  |True   |  346  |9.989528e-06|1.010598e-05|1.219000e-11|3.531443e-05|
| 14  |True   |  391  |9.957984e-06|1.012285e-05|4.112293e-10|3.532770e-05|
| 20  |True   |  394  |9.965244e-06|1.019961e-05|5.652103e-10|3.207018e-05|
| 18  |True   |  385  |9.916016e-06|1.006697e-05|6.092198e-10|3.551854e-05|
| 19  |True   |  397  |9.998226e-06|1.009921e-05|6.392008e-11|3.232475e-05|
| 23  |True   |  401  |9.964698e-06|1.007397e-05|2.827841e-10|2.925130e-05|
| 22  |True   |  398  |9.953886e-06|1.014126e-05|9.066326e-11|3.835653e-05|
| 21  |True   |  385  |9.963946e-06|1.006925e-05|1.601576e-10|2.883278e-05|
| 25  |True   |  394  |9.907764e-06|1.012956e-05|3.605318e-10|3.826104e-05|
| 24  |True   |  508  |9.928202e-06|1.017175e-05|6.711619e-10|3.532951e-05|
| 27  |True   |  352  |9.974137e-06|1.007314e-05|8.735175e-12|2.607731e-05|
| 29  |True   |  356  |9.934084e-06|1.003308e-05|1.220162e-11|3.629066e-05|
| 31  |True   |  347  |9.970603e-06|1.006961e-05|9.539656e-12|2.923021e-05|
| 28  |True   |  380  |9.973112e-06|1.014263e-05|2.908291e-10|3.225183e-05|
| 30  |True   |  347  |9.952599e-06|1.005160e-05|1.425100e-11|3.929976e-05|
| 34  |True   |  354  |9.967094e-06|1.006609e-05|1.314855e-11|3.815098e-05|
| 37  |True   |  354  |9.925782e-06|1.002479e-05|8.598448e-12|2.672318e-05|
| 36  |True   |  477  |9.973944e-06|1.007294e-05|1.188450e-11|3.530812e-05|
| 38  |True   |  371  |9.966498e-06|1.020223e-05|4.613216e-10|4.327131e-05|
| 32  |True   |  591  |9.934585e-06|1.016424e-05|2.328053e-10|2.885361e-05|
| 39  |True   |  381  |9.874534e-06|1.004710e-05|5.823795e-10|4.551604e-05|
| 42  |True   |  347  |9.962456e-06|1.006146e-05|1.039731e-11|3.226232e-05|
| 40  |True   |  378  |9.947716e-06|1.013207e-05|2.117585e-10|3.837674e-05|
| 43  |True   |  387  |9.999113e-06|1.020076e-05|3.561716e-10|3.349650e-05|
| 41  |True   |  388  |9.901390e-06|1.002619e-05|7.585818e-10|3.696470e-05|
