|seed |success|  nit  |    gap     |  tau_sum   |   G_norm   |avoid_n|
| 11  |True   |  474  |9.327936e-06|9.479042e-06|1.888700e-13|   0   |
|  5  |True   |  467  |9.565940e-06|9.753408e-06|1.171971e-12|   0   |
|  8  |True   |  496  |9.485879e-06|1.001420e-05|9.872329e-13|   1   |
| 10  |True   |  688  |9.352498e-06|1.194450e-05|9.069031e-10|  10   |
|  2  |True   |  809  |9.083957e-06|1.293600e-05|7.617061e-10|  16   |
|  3  |True   |  796  |9.328026e-06|1.414603e-05|2.129066e-13|  10   |
|  4  |True   |  881  |9.541771e-06|1.508369e-05|8.892359e-10|  16   |
|  7  |True   | 1060  |9.105731e-06|1.411379e-05|7.637532e-10|  19   |
|  9  |True   | 1096  |9.862652e-06|1.253433e-05|2.741242e-13|  23   |
| 14  |True   |  552  |9.248562e-06|1.279484e-05|1.684946e-13|   2   |
|  1  |True   | 1233  |9.840078e-06|1.740300e-05|6.088180e-10|  28   |
| 12  |True   | 1313  |9.979409e-06|1.738066e-05|9.762465e-10|  36   |
|  6  |True   | 1500  |9.128608e-06|1.023353e-05|9.645462e-10|  38   |
| 19  |True   |  627  |9.760440e-06|1.569814e-05|2.764084e-13|   7   |
| 16  |True   | 1077  |9.430887e-06|1.399487e-05|8.585352e-10|  16   |
| 23  |True   |  732  |9.961283e-06|1.504203e-05|1.061654e-12|  12   |
|  0  |True   | 2140  |9.619762e-06|1.465063e-05|7.593627e-10|  62   |
| 18  |True   | 1302  |9.903213e-06|1.886347e-05|7.218085e-10|  42   |
| 25  |True   |  644  |9.588900e-06|1.290101e-05|2.341427e-13|   6   |
| 15  |True   | 1660  |9.609279e-06|2.618283e-05|8.770657e-10|  44   |
| 20  |True   | 1090  |9.106598e-06|1.201487e-05|5.856016e-10|  22   |
| 22  |True   | 1142  |9.095213e-06|1.403059e-05|2.294296e-13|  23   |
| 17  |True   | 1563  |9.145801e-06|2.021492e-05|6.747415e-10|  47   |
| 21  |True   | 1654  |9.486405e-06|1.644831e-05|4.212472e-13|  48   |
| 30  |True   |  536  |9.818427e-06|1.352868e-05|1.660412e-13|   3   |
| 33  |True   |  638  |9.165445e-06|1.057266e-05|1.690125e-13|   6   |
| 13  |True   | 2458  |9.096128e-06|1.371819e-05|4.379235e-10|  62   |
| 35  |True   |  591  |9.373653e-06|1.981393e-05|9.083699e-10|   9   |
| 31  |True   |  938  |9.103632e-06|2.048805e-05|9.768408e-10|  20   |
| 32  |True   |  947  |9.850380e-06|1.762328e-05|1.922254e-13|  20   |
| 26  |True   | 1716  |9.771775e-06|1.005360e-05|5.042242e-10|  42   |
| 34  |True   | 1362  |9.113345e-06|1.526976e-05|7.780081e-10|  29   |
| 28  |True   | 1695  |9.670266e-06|1.287530e-05|4.949387e-10|  43   |
| 37  |True   |  948  |9.341541e-06|1.880754e-05|3.015120e-13|  14   |
| 29  |True   | 1773  |9.203579e-06|1.747882e-05|4.237661e-10|  52   |
| 40  |True   |  905  |9.603137e-06|1.404360e-05|1.172107e-12|  16   |
| 24  |True   | 2818  |9.539496e-06|1.930178e-05|5.406193e-10|  76   |
| 39  |True   | 1147  |9.203258e-06|1.803181e-05|5.628672e-10|  30   |
| 42  |True   |  836  |9.382835e-06|1.616397e-05|8.285766e-10|  13   |
| 27  |True   | 2375  |9.116990e-06|1.510146e-05|5.887537e-10|  67   |
| 38  |True   | 1383  |9.468269e-06|1.999041e-05|5.891714e-10|  42   |
| 43  |True   | 1222  |9.239232e-06|1.664829e-05|9.398840e-10|  22   |
| 41  |True   | 1399  |9.362837e-06|2.325803e-05|8.701299e-10|  32   |
| 44  |True   |  830  |9.604940e-06|1.423170e-05|1.480184e-12|  13   |
| 48  |True   |  661  |9.744111e-06|1.639031e-05|2.755445e-13|  11   |
| 46  |True   | 1219  |9.411386e-06|9.617614e-06|7.591616e-10|  22   |
| 36  |True   | 2430  |9.743718e-06|1.953900e-05|4.491383e-10|  71   |
| 50  |True   | 1091  |9.908697e-06|1.616057e-05|7.265021e-10|  23   |
| 49  |True   | 1221  |9.116723e-06|1.661323e-05|9.459180e-10|  28   |
| 52  |True   | 1096  |9.824791e-06|1.935686e-05|8.981802e-10|  28   |
| 53  |True   |  964  |9.475254e-06|1.109477e-05|6.774766e-10|  20   |
| 51  |True   | 1197  |9.768473e-06|1.630823e-05|2.804617e-13|  29   |
| 47  |True   | 1911  |9.040724e-06|1.201618e-05|7.500974e-10|  51   |
| 45  |True   | 2147  |9.003632e-06|1.470949e-05|1.254041e-12|  61   |
| 55  |True   | 1369  |9.252477e-06|1.647377e-05|6.084805e-10|  37   |
| 58  |True   |  896  |9.196916e-06|1.604492e-05|9.453080e-10|  17   |
| 57  |True   | 1231  |9.849172e-06|1.282993e-05|6.285291e-10|  26   |
| 64  |True   |  696  |9.366748e-06|1.372104e-05|4.744779e-13|  11   |
| 62  |True   |  804  |9.895032e-06|1.514402e-05|8.937210e-10|  12   |
| 56  |True   | 1685  |9.770167e-06|1.078265e-05|3.784267e-10|  39   |
| 63  |True   | 1141  |9.952176e-06|1.053031e-05|3.154465e-10|  33   |
| 65  |True   |  700  |9.526574e-06|1.290047e-05|6.525080e-13|   6   |
| 59  |True   | 1484  |9.368525e-06|1.397388e-05|4.154972e-10|  38   |
| 69  |True   | 1015  |9.281657e-06|2.064736e-05|9.030728e-10|  18   |
| 61  |True   | 1976  |9.348263e-06|2.835930e-05|3.102072e-10|  59   |
| 67  |True   | 1305  |9.067688e-06|1.278993e-05|8.637604e-10|  24   |
| 71  |True   | 1148  |9.100762e-06|2.271725e-05|6.560113e-10|  33   |
| 70  |True   | 1272  |9.324924e-06|1.879090e-05|8.787086e-10|  38   |
| 72  |True   | 1225  |9.613335e-06|1.027797e-05|7.104511e-10|  25   |
| 76  |True   |  526  |9.104503e-06|1.106595e-05|1.803998e-13|   1   |
| 74  |True   | 1178  |9.325389e-06|1.097264e-05|5.971813e-10|  23   |
| 73  |True   | 1314  |9.487622e-06|1.285575e-05|7.824456e-10|  25   |
| 66  |True   | 2057  |9.662415e-06|1.717862e-05|5.242497e-10|  62   |
| 80  |True   |  697  |9.650499e-06|1.841373e-05|1.453992e-13|  12   |
| 78  |True   |  798  |9.735453e-06|1.233721e-05|2.730952e-13|  10   |
| 77  |True   |  926  |9.256914e-06|1.146103e-05|6.971510e-10|  18   |
| 81  |True   |  599  |9.758130e-06|1.242108e-05|1.683284e-13|   3   |
| 75  |True   | 1753  |9.411814e-06|1.411526e-05|3.481709e-10|  54   |
| 54  |True   | 3979  |9.301041e-06|1.377064e-05|6.792169e-10|  117  |
| 83  |True   |  852  |9.447837e-06|1.961987e-05|7.562156e-10|  22   |
| 86  |True   |  448  |9.998871e-06|1.010130e-05|1.296857e-12|   0   |
| 82  |True   | 1269  |9.891499e-06|1.955017e-05|9.400256e-10|  32   |
| 87  |True   |  986  |9.744011e-06|1.580875e-05|8.346354e-10|  17   |
| 90  |True   |  887  |9.121084e-06|1.173858e-05|9.806751e-10|  10   |
| 92  |True   |  655  |9.419957e-06|1.403532e-05|1.533052e-12|   7   |
| 79  |True   | 2205  |9.002283e-06|1.253783e-05|4.317496e-10|  70   |
| 88  |True   | 1207  |9.031401e-06|1.668273e-05|6.428361e-10|  27   |
| 89  |True   | 1240  |9.388417e-06|1.480048e-05|4.577414e-10|  34   |
| 91  |True   | 1209  |9.497951e-06|1.986119e-05|7.552342e-10|  36   |
| 84  |True   | 1812  |9.839385e-06|1.591999e-05|4.317259e-10|  56   |
| 94  |True   |  659  |9.313958e-06|9.445637e-06|2.179030e-13|   4   |
| 93  |True   | 1044  |9.517877e-06|1.304883e-05|6.876099e-12|  20   |
| 85  |True   | 1977  |9.091788e-06|2.071821e-05|4.285618e-10|  65   |
| 60  |True   | 4869  |9.397811e-06|1.748895e-05|8.015655e-12|  156  |
| 97  |True   |  731  |9.931544e-06|1.562350e-05|2.763878e-13|   8   |
| 104 |True   |  435  |9.837431e-06|9.880540e-06|1.477047e-13|   0   |
| 98  |True   |  778  |9.905991e-06|1.329550e-05|2.736989e-13|  11   |
| 101 |True   |  697  |9.767975e-06|1.565447e-05|1.984714e-13|   9   |
| 99  |True   |  906  |9.739463e-06|1.353731e-05|2.294739e-13|  16   |
| 68  |True   | 4708  |9.137124e-06|1.055474e-05|1.426041e-10|  151  |
| 100 |True   |  985  |9.823173e-06|1.556266e-05|3.426759e-13|  12   |
| 95  |True   | 1509  |9.546447e-06|1.529862e-05|7.569640e-10|  39   |
| 96  |True   | 1395  |9.415759e-06|1.690496e-05|6.595795e-10|  33   |
| 108 |True   |  657  |9.795626e-06|1.647994e-05|1.101037e-12|   7   |
| 112 |True   |  491  |9.568137e-06|9.573708e-06|2.986542e-13|   0   |
| 106 |True   | 1271  |9.530926e-06|1.694139e-05|2.017704e-13|  26   |
| 107 |True   |  989  |9.868275e-06|1.623674e-05|9.684163e-10|  18   |
| 111 |True   |  838  |9.615883e-06|2.174100e-05|1.836492e-13|  18   |
| 102 |True   | 1680  |9.029583e-06|1.593547e-05|3.003297e-10|  50   |
| 115 |True   |  717  |9.707511e-06|1.310195e-05|1.542895e-12|  10   |
| 110 |True   | 1074  |9.682195e-06|1.642521e-05|9.188991e-10|  25   |
| 116 |True   |  422  |9.397593e-06|9.580178e-06|1.744316e-13|   0   |
| 105 |True   | 1674  |9.823445e-06|1.384253e-05|9.281332e-10|  44   |
| 113 |True   | 1287  |9.831779e-06|1.664697e-05|2.985812e-12|  34   |
| 119 |True   |  637  |9.127359e-06|1.242086e-05|2.120657e-13|   7   |
| 117 |True   |  814  |9.799682e-06|1.401085e-05|1.780394e-13|  12   |
| 109 |True   | 1748  |9.068230e-06|1.202969e-05|6.155650e-10|  47   |
| 103 |True   | 2576  |9.594679e-06|1.354688e-05|2.966533e-10|  73   |
| 118 |True   | 1141  |9.931771e-06|3.123160e-05|2.372966e-13|  30   |
| 121 |True   | 1084  |9.275786e-06|1.057319e-05|4.792098e-10|  27   |
| 114 |True   | 1986  |9.738853e-06|1.715259e-05|6.514120e-10|  56   |
| 123 |True   | 1223  |9.599659e-06|1.512045e-05|6.815952e-10|  28   |
| 120 |True   | 1401  |9.647446e-06|1.903331e-05|4.856721e-10|  36   |
| 128 |True   |  780  |9.940986e-06|1.085930e-05|2.361764e-13|   8   |
| 125 |True   | 1365  |9.693390e-06|2.534839e-05|6.958450e-10|  37   |
| 129 |True   |  883  |9.769451e-06|1.246796e-05|7.697696e-10|  16   |
| 130 |True   |  623  |9.948235e-06|1.277066e-05|2.041698e-13|   7   |
| 124 |True   | 1623  |9.467852e-06|2.096252e-05|5.129689e-10|  45   |
| 122 |True   | 1758  |9.865506e-06|1.577470e-05|5.823753e-10|  50   |
| 127 |True   | 1294  |9.852360e-06|1.615165e-05|7.657592e-10|  32   |
| 136 |True   |  560  |9.773479e-06|1.124831e-05|2.842376e-12|   2   |
| 140 |True   |  486  |9.401117e-06|9.405923e-06|2.556149e-13|   0   |
| 132 |True   | 1172  |9.133672e-06|1.387244e-05|8.304714e-10|  25   |
| 126 |True   | 1835  |9.302272e-06|1.974834e-05|5.849082e-10|  49   |
| 133 |True   | 1080  |9.584508e-06|1.657685e-05|3.184841e-12|  22   |
| 135 |True   | 1111  |9.467517e-06|2.142147e-05|9.168432e-10|  28   |
| 142 |True   |  652  |9.950239e-06|1.462483e-05|2.140139e-13|   9   |
| 131 |True   | 1700  |9.824210e-06|2.886146e-05|3.368943e-13|  47   |
| 139 |True   | 1097  |9.019476e-06|9.186310e-06|3.198544e-10|  25   |
| 141 |True   | 1125  |9.039448e-06|1.089643e-05|3.044377e-13|  34   |
| 146 |True   |  619  |9.501833e-06|1.285202e-05|1.838952e-13|   6   |
| 134 |True   | 1940  |9.308829e-06|1.942185e-05|4.765351e-10|  57   |
| 147 |True   |  928  |9.120909e-06|1.435649e-05|9.067357e-10|  18   |
| 145 |True   | 1003  |9.623400e-06|1.451549e-05|8.478725e-10|  24   |
| 138 |True   | 1949  |9.607301e-06|1.498451e-05|4.989346e-10|  54   |
| 150 |True   |  972  |9.535953e-06|1.412902e-05|1.667207e-13|  18   |
| 143 |True   | 1635  |9.971087e-06|1.458843e-05|4.768614e-10|  43   |
| 137 |True   | 2207  |9.231695e-06|1.432959e-05|9.084879e-12|  61   |
| 155 |True   |  436  |9.946934e-06|9.973636e-06|2.049013e-13|   0   |
| 153 |True   |  783  |9.709050e-06|1.103424e-05|6.790159e-10|  18   |
| 149 |True   | 1446  |9.272513e-06|1.112333e-05|5.655359e-10|  40   |
| 151 |True   | 1186  |9.685516e-06|1.354333e-05|6.051736e-10|  33   |
| 148 |True   | 1617  |9.089628e-06|1.727899e-05|7.114057e-10|  37   |
| 154 |True   |  898  |9.757352e-06|1.048476e-05|7.729884e-10|  16   |
| 158 |True   |  505  |9.365099e-06|1.199100e-05|1.503248e-13|   4   |
| 157 |True   |  644  |9.647778e-06|1.869013e-05|1.955658e-13|   9   |
| 162 |True   |  615  |9.953636e-06|1.266784e-05|2.592806e-13|   7   |
| 152 |True   | 1938  |9.222071e-06|1.818471e-05|4.674731e-10|  51   |
| 163 |True   |  898  |9.317622e-06|1.668960e-05|1.847325e-13|  13   |
| 167 |True   |  706  |9.520847e-06|1.143251e-05|1.678751e-13|   9   |
| 161 |True   | 1167  |9.968034e-06|1.896603e-05|8.668291e-10|  24   |
| 144 |True   | 2816  |9.060976e-06|2.195936e-05|5.983988e-10|  83   |
| 159 |True   | 1416  |9.536580e-06|2.683327e-05|7.182724e-10|  45   |
| 165 |True   |  995  |9.316732e-06|1.824225e-05|2.643407e-13|  28   |
| 169 |True   |  606  |9.407374e-06|1.038109e-05|8.085725e-10|   5   |
| 164 |True   | 1218  |9.471489e-06|1.819699e-05|9.282759e-10|  27   |
| 160 |True   | 1586  |9.267807e-06|2.742360e-05|7.582102e-10|  43   |
| 168 |True   | 1120  |9.258518e-06|1.471608e-05|7.673823e-10|  28   |
| 170 |True   |  467  |9.444567e-06|9.481931e-06|2.721005e-13|   0   |
| 166 |True   | 1413  |9.200941e-06|2.015687e-05|4.899415e-10|  40   |
| 175 |True   |  500  |9.425601e-06|1.227736e-05|2.160220e-13|   2   |
| 171 |True   |  742  |9.125014e-06|1.217989e-05|1.883848e-13|   8   |
| 174 |True   |  893  |9.699439e-06|1.130576e-05|1.811937e-13|  13   |
| 156 |True   | 2805  |9.953987e-06|1.677757e-05|1.776937e-10|  92   |
| 177 |True   |  779  |9.612836e-06|2.165731e-05|3.647505e-13|  10   |
| 178 |True   |  849  |9.589937e-06|2.234907e-05|2.078852e-13|  15   |
| 172 |True   | 1099  |9.404736e-06|1.416130e-05|1.144996e-12|  22   |
| 187 |True   |  501  |9.047358e-06|1.191071e-05|1.899460e-13|   3   |
| 180 |True   | 1348  |9.828660e-06|1.183245e-05|9.627250e-10|  29   |
| 183 |True   | 1105  |9.213713e-06|1.801431e-05|7.924311e-10|  32   |
| 179 |True   | 1550  |9.002852e-06|1.913435e-05|7.155496e-10|  36   |
| 182 |True   | 1600  |9.834728e-06|1.417269e-05|4.493801e-10|  39   |
| 184 |True   | 1477  |9.887767e-06|2.950232e-05|2.197898e-13|  37   |
| 176 |True   | 2131  |9.553803e-06|1.261239e-05|4.041383e-10|  56   |
| 188 |True   | 1289  |9.874043e-06|1.780731e-05|8.090967e-10|  38   |
| 189 |True   | 1432  |9.238128e-06|1.372050e-05|3.552202e-10|  44   |
| 195 |True   |  457  |9.437606e-06|9.445500e-06|1.431066e-11|   0   |
| 185 |True   | 1891  |9.392793e-06|2.052174e-05|8.164646e-10|  59   |
| 191 |True   | 1047  |9.064012e-06|1.192388e-05|9.265669e-10|  21   |
| 192 |True   | 1000  |9.389918e-06|2.571294e-05|3.790474e-13|  26   |
| 190 |True   | 1279  |9.192685e-06|1.873122e-05|1.519270e-12|  34   |
| 196 |True   |  632  |9.996738e-06|1.207200e-05|2.178445e-13|   5   |
| 173 |True   | 3201  |9.549106e-06|1.826923e-05|2.578127e-10|  109  |
| 186 |True   | 2417  |9.048328e-06|2.411018e-05|4.725637e-10|  71   |
| 193 |True   | 1661  |9.921762e-06|1.777214e-05|7.115935e-10|  53   |
| 198 |True   | 1096  |9.155201e-06|1.271412e-05|7.295539e-10|  23   |
| 197 |True   | 1417  |9.600671e-06|4.005546e-05|6.853350e-10|  41   |
| 194 |True   | 1910  |9.974311e-06|2.895521e-05|8.149686e-10|  58   |
| 181 |True   | 6137  |9.161221e-06|9.966194e-06|2.297576e-10|  196  |
| 199 |True   | 3988  |9.335711e-06|2.164035e-05|1.142820e-11|  151  |
