|seed |success|  nit  |    gap     |  tau_sum   |   G_norm   |avoid_n|
|  9  |True   |  353  |9.552257e-06|1.048785e-05|2.440955e-13|   0   |
|  0  |True   |  365  |9.981340e-06|1.019834e-05|3.342268e-13|   0   |
|  6  |True   |  353  |9.383877e-06|1.041252e-05|2.119783e-13|   0   |
|  2  |True   |  354  |9.613230e-06|1.035062e-05|2.153570e-13|   0   |
|  8  |True   |  378  |9.226828e-06|9.629193e-06|4.069540e-13|   0   |
| 11  |True   |  379  |9.152123e-06|9.296771e-06|9.047431e-10|   0   |
|  7  |True   |  393  |9.371267e-06|9.461535e-06|8.761718e-10|   0   |
|  1  |True   |  387  |9.519105e-06|9.633694e-06|7.128606e-10|   0   |
| 12  |True   |  375  |9.574493e-06|9.618278e-06|6.815484e-13|   0   |
|  4  |True   |  483  |9.588408e-06|1.034222e-05|7.559505e-10|   4   |
|  3  |True   |  655  |9.930860e-06|1.290317e-05|2.018704e-13|  12   |
|  5  |True   |  664  |9.907875e-06|1.174477e-05|2.783463e-13|  16   |
| 15  |True   |  353  |9.129985e-06|9.556825e-06|7.905404e-10|   0   |
| 13  |True   |  361  |9.215684e-06|1.057461e-05|9.804421e-10|   0   |
| 19  |True   |  380  |9.386189e-06|1.006923e-05|1.760570e-13|   0   |
| 20  |True   |  350  |9.041682e-06|9.827425e-06|2.427398e-13|   0   |
| 10  |True   |  818  |9.425797e-06|9.655921e-06|3.207458e-10|  21   |
| 22  |True   |  361  |9.448057e-06|9.781769e-06|9.351170e-10|   0   |
| 21  |True   |  374  |9.209971e-06|9.421856e-06|1.997302e-13|   0   |
| 14  |True   |  630  |9.642154e-06|1.910249e-05|9.528410e-10|  13   |
| 23  |True   |  395  |9.064632e-06|1.043969e-05|8.706218e-13|   0   |
| 16  |True   |  621  |9.246417e-06|9.863588e-06|2.290073e-13|  14   |
| 18  |True   |  621  |9.761043e-06|1.061797e-05|1.755607e-13|  10   |
| 24  |True   |  365  |9.407978e-06|9.640635e-06|9.690807e-10|   0   |
| 26  |True   |  353  |9.231983e-06|1.043867e-05|1.927100e-13|   0   |
| 25  |True   |  366  |9.889744e-06|1.023411e-05|3.871641e-13|   0   |
| 17  |True   |  839  |9.675310e-06|1.749412e-05|7.481065e-10|  22   |
| 27  |True   |  357  |9.327392e-06|9.504011e-06|2.086493e-13|   0   |
| 30  |True   |  355  |9.036548e-06|9.381693e-06|2.211328e-13|   0   |
| 28  |True   |  386  |9.469494e-06|9.632456e-06|8.977083e-13|   0   |
| 32  |True   |  373  |9.102984e-06|9.236384e-06|2.779271e-13|   0   |
| 29  |True   |  605  |9.403190e-06|1.089567e-05|7.092254e-10|  11   |
| 33  |True   |  368  |9.685052e-06|9.762449e-06|4.056319e-13|   0   |
| 35  |True   |  371  |9.330979e-06|9.844883e-06|9.336501e-10|   0   |
| 36  |True   |  480  |9.724062e-06|1.006432e-05|7.501817e-10|   4   |
| 38  |True   |  351  |9.674170e-06|1.002345e-05|9.261271e-10|   0   |
| 31  |True   |  576  |9.412987e-06|1.075063e-05|3.962901e-10|  13   |
| 37  |True   |  364  |9.900862e-06|1.016624e-05|2.569986e-13|   0   |
| 39  |True   |  372  |9.862255e-06|1.024668e-05|9.688288e-13|   0   |
| 40  |True   |  350  |9.165079e-06|9.827422e-06|2.796168e-13|   0   |
| 41  |True   |  377  |9.696278e-06|1.053193e-05|1.667097e-13|   0   |
| 34  |True   |  777  |9.578129e-06|1.247543e-05|2.816971e-10|  21   |
| 42  |True   |  546  |9.222667e-06|9.894913e-06|3.230657e-13|   4   |
| 44  |True   |  365  |9.308776e-06|9.535010e-06|1.778171e-13|   0   |
| 43  |True   |  403  |9.544240e-06|9.729045e-06|7.143277e-10|   0   |
| 45  |True   |  443  |9.900956e-06|1.230841e-05|9.551762e-11|   4   |
| 46  |True   |  377  |9.058081e-06|9.223630e-06|8.149790e-10|   0   |
| 48  |True   |  371  |9.440867e-06|9.600650e-06|8.821663e-10|   0   |
| 50  |True   |  394  |9.653898e-06|9.715559e-06|2.098659e-13|   0   |
| 52  |True   |  407  |9.946178e-06|1.243808e-05|7.231375e-10|   2   |
| 51  |True   |  363  |9.856078e-06|9.924741e-06|1.782318e-13|   0   |
| 49  |True   |  635  |9.280821e-06|1.181640e-05|9.108548e-10|  11   |
| 54  |True   |  355  |9.137929e-06|9.760554e-06|9.201593e-10|   0   |
| 56  |True   |  349  |9.339209e-06|9.827423e-06|9.355482e-10|   0   |
| 58  |True   |  349  |9.442419e-06|1.103703e-05|2.424793e-13|   0   |
| 47  |True   |  772  |9.621558e-06|1.142355e-05|3.386555e-13|  15   |
| 53  |True   |  717  |9.445557e-06|1.165459e-05|7.316028e-10|  18   |
| 59  |True   |  352  |9.523543e-06|1.006301e-05|1.630374e-13|   0   |
| 55  |True   |  381  |9.118078e-06|9.234820e-06|4.321040e-13|   0   |
| 63  |True   |  364  |9.302427e-06|1.064309e-05|8.787395e-10|   0   |
| 60  |True   |  383  |9.325236e-06|9.813935e-06|8.898791e-10|   0   |
| 62  |True   |  363  |9.326854e-06|9.370820e-06|3.711073e-13|   0   |
| 57  |True   |  621  |9.311550e-06|1.645611e-05|2.314157e-13|  14   |
| 65  |True   |  352  |9.369329e-06|1.006341e-05|2.048450e-13|   0   |
| 66  |True   |  355  |9.281523e-06|9.817800e-06|6.825046e-10|   0   |
| 68  |True   |  357  |9.609398e-06|1.076424e-05|9.206391e-10|   0   |
| 61  |True   |  652  |9.671272e-06|1.102666e-05|7.279646e-10|  12   |
| 67  |True   |  386  |9.517020e-06|9.604771e-06|3.180237e-13|   0   |
| 70  |True   |  395  |9.904866e-06|1.452033e-05|6.367615e-10|   1   |
| 69  |True   |  384  |9.780409e-06|9.905423e-06|8.417880e-10|   0   |
| 72  |True   |  383  |9.835126e-06|1.025527e-05|4.043362e-13|   0   |
| 74  |True   |  355  |9.477854e-06|9.878151e-06|6.028016e-10|   0   |
| 75  |True   |  350  |9.747686e-06|1.106336e-05|3.095023e-13|   0   |
| 76  |True   |  348  |9.679693e-06|1.091936e-05|2.345405e-13|   0   |
| 64  |True   |  862  |9.632000e-06|1.343669e-05|6.004629e-10|  18   |
| 71  |True   |  595  |9.379292e-06|1.278115e-05|9.583841e-10|  10   |
| 77  |True   |  356  |9.499190e-06|1.035140e-05|1.568859e-13|   0   |
| 73  |True   |  583  |9.123951e-06|1.024984e-05|2.472425e-13|   7   |
| 81  |True   |  368  |9.566182e-06|9.632619e-06|1.839929e-13|   0   |
| 78  |True   |  455  |9.393039e-06|1.215794e-05|2.897502e-13|   4   |
| 84  |True   |  347  |9.772500e-06|1.091936e-05|9.372130e-10|   0   |
| 85  |True   |  357  |9.305334e-06|9.940011e-06|2.247720e-13|   0   |
| 82  |True   |  362  |9.150967e-06|9.352725e-06|9.271523e-10|   0   |
